CPUPAXFE Index_ratio_annual,Date
1015.7027051652633,1964-12-26
1015.7019101031761,1964-12-27
1015.701115109665,1964-12-28
1015.7003201847207,1964-12-29
1015.6995253283344,1964-12-30
1015.698730540498,1964-12-31
1015.6893356456259,1965-01-01
1015.6799415609104,1965-01-02
1015.6705482862458,1965-01-03
1015.661155821528,1965-01-04
1015.6517641666522,1965-01-05
1015.6423733215134,1965-01-06
1015.632983286007,1965-01-07
1015.6235940600282,1965-01-08
1015.6142056434725,1965-01-09
1015.604818036235,1965-01-10
1015.5954312382112,1965-01-11
1015.5860452492968,1965-01-12
1015.5766600693864,1965-01-13
1015.5672756983765,1965-01-14
1015.5578921361616,1965-01-15
1015.5485093826372,1965-01-16
1015.5391274376991,1965-01-17
1015.5297463012429,1965-01-18
1015.520365973164,1965-01-19
1015.5109864533575,1965-01-20
1015.5016077417191,1965-01-21
1015.4922298381448,1965-01-22
1015.4828527425299,1965-01-23
1015.4734764547698,1965-01-24
1015.4641009747603,1965-01-25
1015.4547263023967,1965-01-26
1015.445352437575,1965-01-27
1015.4359793801915,1965-01-28
1015.4266071301405,1965-01-29
1015.4172356873188,1965-01-30
1015.4078650516212,1965-01-31
1015.3810058417181,1965-02-01
1015.3541498700105,1965-02-02
1015.3272971359117,1965-02-03
1015.3004476388379,1965-02-04
1015.2736013782023,1965-02-05
1015.246758353421,1965-02-06
1015.2199185639084,1965-02-07
1015.1930820090793,1965-02-08
1015.1662486883498,1965-02-09
1015.1394186011345,1965-02-10
1015.1125917468497,1965-02-11
1015.0857681249105,1965-02-12
1015.0589477347328,1965-02-13
1015.0321305757329,1965-02-14
1015.0053166473269,1965-02-15
1014.9785059489312,1965-02-16
1014.9516984799615,1965-02-17
1014.9248942398348,1965-02-18
1014.898093227968,1965-02-19
1014.8712954437777,1965-02-20
1014.844500886681,1965-02-21
1014.8177095560945,1965-02-22
1014.790921451436,1965-02-23
1014.7641365721228,1965-02-24
1014.7373549175722,1965-02-25
1014.7105764872024,1965-02-26
1014.6838012804303,1965-02-27
1014.6570292966743,1965-02-28
1014.6213230142696,1965-03-01
1014.6035179144833,1965-03-02
1014.5857146464188,1965-03-03
1014.5679132097937,1965-03-04
1014.5501136043249,1965-03-05
1014.5323158297306,1965-03-06
1014.514519885728,1965-03-07
1014.496725772034,1965-03-08
1014.4789334883671,1965-03-09
1014.4611430344451,1965-03-10
1014.443354409985,1965-03-11
1014.4255676147056,1965-03-12
1014.4077826483237,1965-03-13
1014.389999510558,1965-03-14
1014.3722182011261,1965-03-15
1014.3544387197461,1965-03-16
1014.3366610661368,1965-03-17
1014.3188852400152,1965-03-18
1014.3011112411002,1965-03-19
1014.2833390691101,1965-03-20
1014.265568723763,1965-03-21
1014.2478002047775,1965-03-22
1014.2300335118717,1965-03-23
1014.2122686447649,1965-03-24
1014.1945056031749,1965-03-25
1014.1767443868206,1965-03-26
1014.1589849954205,1965-03-27
1014.1412274286937,1965-03-28
1014.1234716863586,1965-03-29
1014.1057177681346,1965-03-30
1014.0879656737402,1965-03-31
1014.0788961731131,1965-04-01
1014.0698274488312,1965-04-02
1014.0607595007954,1965-04-03
1014.0516923289057,1965-04-04
1014.0426259330623,1965-04-05
1014.033560313166,1965-04-06
1014.0244954691168,1965-04-07
1014.0154314008155,1965-04-08
1014.0063681081622,1965-04-09
1013.997305591057,1965-04-10
1013.988243849401,1965-04-11
1013.9791828830943,1965-04-12
1013.9701226920382,1965-04-13
1013.9610632761321,1965-04-14
1013.9520046352767,1965-04-15
1013.9429467693734,1965-04-16
1013.9338896783219,1965-04-17
1013.924833362023,1965-04-18
1013.9157778203773,1965-04-19
1013.9067230532858,1965-04-20
1013.8976690606487,1965-04-21
1013.8886158423664,1965-04-22
1013.8795633983401,1965-04-23
1013.8705117284702,1965-04-24
1013.8614608326576,1965-04-25
1013.8524107108032,1965-04-26
1013.843361362807,1965-04-27
1013.8343127885704,1965-04-28
1013.8252649879935,1965-04-29
1013.816217960978,1965-04-30
1013.8157444771224,1965-05-01
1013.815271033744,1965-05-02
1013.8147976308389,1965-05-03
1013.8143242684016,1965-05-04
1013.8138509464264,1965-05-05
1013.813377664909,1965-05-06
1013.8129044238434,1965-05-07
1013.8124312232248,1965-05-08
1013.811958063048,1965-05-09
1013.8114849433073,1965-05-10
1013.8110118639984,1965-05-11
1013.8105388251156,1965-05-12
1013.810065826654,1965-05-13
1013.809592868608,1965-05-14
1013.8091199509724,1965-05-15
1013.8086470737426,1965-05-16
1013.8081742369131,1965-05-17
1013.8077014404786,1965-05-18
1013.8072286844341,1965-05-19
1013.8067559687743,1965-05-20
1013.8062832934938,1965-05-21
1013.8058106585881,1965-05-22
1013.8053380640515,1965-05-23
1013.804865509879,1965-05-24
1013.8043929960653,1965-05-25
1013.8039205226053,1965-05-26
1013.8034480894939,1965-05-27
1013.8029756967261,1965-05-28
1013.8025033442964,1965-05-29
1013.8020310321995,1965-05-30
1013.8015587604306,1965-05-31
1013.8010865289846,1965-06-01
1013.8006143378558,1965-06-02
1013.8001421870398,1965-06-03
1013.7996700765307,1965-06-04
1013.7991980063239,1965-06-05
1013.7987259764138,1965-06-06
1013.7982539867959,1965-06-07
1013.7977820374642,1965-06-08
1013.797310128414,1965-06-09
1013.7968382596399,1965-06-10
1013.796366431137,1965-06-11
1013.7958946429003,1965-06-12
1013.7954228949241,1965-06-13
1013.7949511872039,1965-06-14
1013.7944795197341,1965-06-15
1013.7940078925094,1965-06-16
1013.7935363055251,1965-06-17
1013.7930647587759,1965-06-18
1013.7925932522564,1965-06-19
1013.7921217859616,1965-06-20
1013.7916503598868,1965-06-21
1013.7911789740264,1965-06-22
1013.7907076283748,1965-06-23
1013.7902363229279,1965-06-24
1013.7897650576799,1965-06-25
1013.7892938326257,1965-06-26
1013.7888226477604,1965-06-27
1013.7883515030785,1965-06-28
1013.7878803985752,1965-06-29
1013.787409334245,1965-06-30
1013.77838783618,1965-07-01
1013.7693671073556,1965-07-02
1013.7603471476733,1965-07-03
1013.7513279570346,1965-07-04
1013.7423095353412,1965-07-05
1013.7332918824949,1965-07-06
1013.7242749983974,1965-07-07
1013.7152588829497,1965-07-08
1013.7062435360546,1965-07-09
1013.6972289576137,1965-07-10
1013.6882151475281,1965-07-11
1013.6792021056998,1965-07-12
1013.6701898320306,1965-07-13
1013.6611783264225,1965-07-14
1013.652167588777,1965-07-15
1013.6431576189962,1965-07-16
1013.6341484169819,1965-07-17
1013.6251399826363,1965-07-18
1013.6161323158602,1965-07-19
1013.6071254165565,1965-07-20
1013.5981192846269,1965-07-21
1013.5891139199733,1965-07-22
1013.5801093224975,1965-07-23
1013.5711054921018,1965-07-24
1013.562102428688,1965-07-25
1013.5531001321579,1965-07-26
1013.5440986024136,1965-07-27
1013.5350978393574,1965-07-28
1013.5260978428912,1965-07-29
1013.5170986129172,1965-07-30
1013.5081001493372,1965-07-31
1013.4991024520532,1965-08-01
1013.4901055209681,1965-08-02
1013.4811093559829,1965-08-03
1013.4721139570006,1965-08-04
1013.4631193239233,1965-08-05
1013.454125456653,1965-08-06
1013.4451323550918,1965-08-07
1013.4361400191418,1965-08-08
1013.4271484487057,1965-08-09
1013.4181576436857,1965-08-10
1013.4091676039839,1965-08-11
1013.4001783295021,1965-08-12
1013.3911898201437,1965-08-13
1013.3822020758101,1965-08-14
1013.3732150964037,1965-08-15
1013.3642288818272,1965-08-16
1013.3552434319832,1965-08-17
1013.3462587467733,1965-08-18
1013.3372748261003,1965-08-19
1013.3282916698668,1965-08-20
1013.3193092779755,1965-08-21
1013.310327650328,1965-08-22
1013.3013467868273,1965-08-23
1013.2923666873758,1965-08-24
1013.2833873518761,1965-08-25
1013.2744087802308,1965-08-26
1013.2654309723418,1965-08-27
1013.2564539281124,1965-08-28
1013.2474776474445,1965-08-29
1013.2385021302413,1965-08-30
1013.2295273764054,1965-08-31
1013.2291705258211,1965-09-01
1013.2288136995153,1965-09-02
1013.2284568974856,1965-09-03
1013.228100119729,1965-09-04
1013.2277433662435,1965-09-05
1013.2273866370268,1965-09-06
1013.2270299320761,1965-09-07
1013.226673251389,1965-09-08
1013.2263165949629,1965-09-09
1013.2259599627955,1965-09-10
1013.2256033548842,1965-09-11
1013.2252467712266,1965-09-12
1013.2248902118203,1965-09-13
1013.2245336766626,1965-09-14
1013.2241771657515,1965-09-15
1013.2238206790836,1965-09-16
1013.223464216657,1965-09-17
1013.2231077784696,1965-09-18
1013.2227513645184,1965-09-19
1013.2223949748015,1965-09-20
1013.2220386093155,1965-09-21
1013.2216822680588,1965-09-22
1013.2213259510286,1965-09-23
1013.2209696582221,1965-09-24
1013.2206133896373,1965-09-25
1013.2202571452713,1965-09-26
1013.2199009251221,1965-09-27
1013.2195447291874,1965-09-28
1013.219188557464,1965-09-29
1013.21883240995,1965-09-30
1013.2269955957963,1965-10-01
1013.2351582268242,1965-10-02
1013.24332030309,1965-10-03
1013.2514818246499,1965-10-04
1013.259642791561,1965-10-05
1013.2678032038795,1965-10-06
1013.2759630616625,1965-10-07
1013.2841223649657,1965-10-08
1013.2922811138459,1965-10-09
1013.3004393083598,1965-10-10
1013.3085969485636,1965-10-11
1013.3167540345145,1965-10-12
1013.324910566268,1965-10-13
1013.3330665438815,1965-10-14
1013.3412219674107,1965-10-15
1013.3493768369124,1965-10-16
1013.3575311524432,1965-10-17
1013.3656849140591,1965-10-18
1013.3738381218172,1965-10-19
1013.3819907757733,1965-10-20
1013.3901428759841,1965-10-21
1013.398294422506,1965-10-22
1013.4064454153955,1965-10-23
1013.4145958547089,1965-10-24
1013.4227457405026,1965-10-25
1013.430895072833,1965-10-26
1013.4390438517562,1965-10-27
1013.4471920773292,1965-10-28
1013.4553397496074,1965-10-29
1013.463486868648,1965-10-30
1013.4716334345077,1965-10-31
1013.4712691038027,1965-11-01
1013.4709047978341,1965-11-02
1013.4705405165985,1965-11-03
1013.470176260094,1965-11-04
1013.4698120283184,1965-11-05
1013.4694478212684,1965-11-06
1013.4690836389423,1965-11-07
1013.4687194813363,1965-11-08
1013.4683553484494,1965-11-09
1013.4679912402783,1965-11-10
1013.46762715682,1965-11-11
1013.467263098073,1965-11-12
1013.4668990640344,1965-11-13
1013.4665350547015,1965-11-14
1013.4661710700717,1965-11-15
1013.4658071101429,1965-11-16
1013.4654431749123,1965-11-17
1013.4650792643776,1965-11-18
1013.464715378536,1965-11-19
1013.4643515173851,1965-11-20
1013.4639876809225,1965-11-21
1013.4636238691457,1965-11-22
1013.463260082052,1965-11-23
1013.462896319639,1965-11-24
1013.4625325819039,1965-11-25
1013.4621688688446,1965-11-26
1013.4618051804591,1965-11-27
1013.4614415167435,1965-11-28
1013.4610778776962,1965-11-29
1013.4607142633145,1965-11-30
1013.4517581672104,1965-12-01
1013.4428028304063,1965-12-02
1013.4338482528052,1965-12-03
1013.424894434312,1965-12-04
1013.4159413748285,1965-12-05
1013.4069890742591,1965-12-06
1013.3980375325075,1965-12-07
1013.3890867494762,1965-12-08
1013.38013672507,1965-12-09
1013.3711874591916,1965-12-10
1013.3622389517451,1965-12-11
1013.3532912026337,1965-12-12
1013.3443442117607,1965-12-13
1013.3353979790309,1965-12-14
1013.3264525043467,1965-12-15
1013.3175077876126,1965-12-16
1013.3085638287315,1965-12-17
1013.2996206276077,1965-12-18
1013.2906781841451,1965-12-19
1013.2817364982466,1965-12-20
1013.2727955698167,1965-12-21
1013.2638553987582,1965-12-22
1013.2549159849765,1965-12-23
1013.2459773283741,1965-12-24
1013.2370394288545,1965-12-25
1013.2281022863227,1965-12-26
1013.2191659006819,1965-12-27
1013.2102302718357,1965-12-28
1013.2012953996888,1965-12-29
1013.192361284144,1965-12-30
1013.1834279251061,1965-12-31
1013.191564731047,1966-01-01
1013.1997009858303,1966-01-02
1013.2078366895126,1966-01-03
1013.2159718421493,1966-01-04
1013.2241064437965,1966-01-05
1013.2322404945104,1966-01-06
1013.2403739943467,1966-01-07
1013.2485069433612,1966-01-08
1013.2566393416105,1966-01-09
1013.2647711891498,1966-01-10
1013.2729024860355,1966-01-11
1013.2810332323237,1966-01-12
1013.2891634280696,1966-01-13
1013.2972930733298,1966-01-14
1013.30542216816,1966-01-15
1013.3135507126162,1966-01-16
1013.3216787067538,1966-01-17
1013.3298061506291,1966-01-18
1013.3379330442979,1966-01-19
1013.3460593878164,1966-01-20
1013.35418518124,1966-01-21
1013.3623104246245,1966-01-22
1013.3704351180261,1966-01-23
1013.3785592615003,1966-01-24
1013.3866828551033,1966-01-25
1013.3948058988911,1966-01-26
1013.4029283929185,1966-01-27
1013.4110503372422,1966-01-28
1013.4191717319178,1966-01-29
1013.4272925770011,1966-01-30
1013.4354128725482,1966-01-31
1013.4350509969092,1966-02-01
1013.4346891457568,1966-02-02
1013.4343273190887,1966-02-03
1013.4339655169016,1966-02-04
1013.4336037391943,1966-02-05
1013.4332419859627,1966-02-06
1013.4328802572052,1966-02-07
1013.4325185529194,1966-02-08
1013.4321568731021,1966-02-09
1013.4317952177522,1966-02-10
1013.4314335868658,1966-02-11
1013.4310719804412,1966-02-12
1013.4307103984756,1966-02-13
1013.4303488409666,1966-02-14
1013.4299873079119,1966-02-15
1013.4296257993086,1966-02-16
1013.4292643151548,1966-02-17
1013.4289028554479,1966-02-18
1013.4285414201844,1966-02-19
1013.4281800093632,1966-02-20
1013.427818622981,1966-02-21
1013.4274572610358,1966-02-22
1013.4270959235251,1966-02-23
1013.4267346104457,1966-02-24
1013.4263733217962,1966-02-25
1013.4260120575731,1966-02-26
1013.4256508177745,1966-02-27
1013.4252896023979,1966-02-28
1013.4220226242426,1966-03-01
1013.4300409256135,1966-03-02
1013.4380586834767,1966-03-03
1013.4460758978878,1966-03-04
1013.4540925689013,1966-03-05
1013.462108696573,1966-03-06
1013.4701242809577,1966-03-07
1013.4781393221112,1966-03-08
1013.4861538200885,1966-03-09
1013.4941677749447,1966-03-10
1013.502181186735,1966-03-11
1013.5101940555145,1966-03-12
1013.5182063813389,1966-03-13
1013.5262181642624,1966-03-14
1013.5342294043413,1966-03-15
1013.5422401016302,1966-03-16
1013.5502502561842,1966-03-17
1013.5582598680589,1966-03-18
1013.5662689373086,1966-03-19
1013.5742774639893,1966-03-20
1013.582285448156,1966-03-21
1013.5902928898635,1966-03-22
1013.5982997891671,1966-03-23
1013.6063061461215,1966-03-24
1013.6143119607825,1966-03-25
1013.6223172332049,1966-03-26
1013.6303219634436,1966-03-27
1013.638326151554,1966-03-28
1013.6463297975906,1966-03-29
1013.654332901609,1966-03-30
1013.6623354636642,1966-03-31
1013.6703374838111,1966-04-01
1013.6783389621049,1966-04-02
1013.6863398986006,1966-04-03
1013.6943402933533,1966-04-04
1013.7023401464178,1966-04-05
1013.7103394578489,1966-04-06
1013.7183382277022,1966-04-07
1013.7263364560323,1966-04-08
1013.7343341428943,1966-04-09
1013.7423312883434,1966-04-10
1013.750327892434,1966-04-11
1013.758323955222,1966-04-12
1013.7663194767614,1966-04-13
1013.7743144571075,1966-04-14
1013.7823088963152,1966-04-15
1013.7903027944396,1966-04-16
1013.7982961515355,1966-04-17
1013.8062889676581,1966-04-18
1013.8142812428623,1966-04-19
1013.8222729772021,1966-04-20
1013.8302641707339,1966-04-21
1013.8382548235114,1966-04-22
1013.8462449355899,1966-04-23
1013.8542345070244,1966-04-24
1013.8622235378695,1966-04-25
1013.8702120281803,1966-04-26
1013.8781999780115,1966-04-27
1013.8861873874175,1966-04-28
1013.8941742564547,1966-04-29
1013.9021605851761,1966-04-30
1013.9100287502112,1966-05-01
1013.9178962499473,1966-05-02
1013.9257630844679,1966-05-03
1013.9336292538574,1966-05-04
1013.9414947582011,1966-05-05
1013.9493595975822,1966-05-06
1013.9572237720855,1966-05-07
1013.9650872817954,1966-05-08
1013.9729501267963,1966-05-09
1013.9808123071725,1966-05-10
1013.9886738230074,1966-05-11
1013.9965346743863,1966-05-12
1014.0043948613928,1966-05-13
1014.0122543841117,1966-05-14
1014.0201132426268,1966-05-15
1014.0279714370222,1966-05-16
1014.0358289673824,1966-05-17
1014.043685833791,1966-05-18
1014.051542036333,1966-05-19
1014.059397575092,1966-05-20
1014.0672524501523,1966-05-21
1014.0751066615977,1966-05-22
1014.0829602095126,1966-05-23
1014.0908130939812,1966-05-24
1014.0986653150868,1966-05-25
1014.1065168729148,1966-05-26
1014.1143677675482,1966-05-27
1014.122217999071,1966-05-28
1014.1300675675674,1966-05-29
1014.1379164731221,1966-05-30
1014.1457647158182,1966-05-31
1014.162057171811,1966-06-01
1014.1783482519845,1966-06-02
1014.1946379565125,1966-06-03
1014.2109262855698,1966-06-04
1014.2272132393299,1966-06-05
1014.243498817967,1966-06-06
1014.2597830216556,1966-06-07
1014.2760658505699,1966-06-08
1014.2923473048835,1966-06-09
1014.3086273847713,1966-06-10
1014.3249060904064,1966-06-11
1014.3411834219636,1966-06-12
1014.357459379616,1966-06-13
1014.3737339635381,1966-06-14
1014.3900071739039,1966-06-15
1014.4062790108871,1966-06-16
1014.4225494746613,1966-06-17
1014.4388185654008,1966-06-18
1014.4550862832789,1966-06-19
1014.4713526284703,1966-06-20
1014.4876176011475,1966-06-21
1014.5038812014849,1966-06-22
1014.5201434296563,1966-06-23
1014.5364042858347,1966-06-24
1014.5526637701944,1966-06-25
1014.5689218829086,1966-06-26
1014.5851786241512,1966-06-27
1014.6014339940953,1966-06-28
1014.6176879929145,1966-06-29
1014.6339406207826,1966-06-30
1014.6671839681522,1966-07-01
1014.7004250725324,1966-07-02
1014.7336639341496,1966-07-03
1014.7669005532315,1966-07-04
1014.800134930005,1966-07-05
1014.8333670646966,1966-07-06
1014.8665969575335,1966-07-07
1014.8998246087425,1966-07-08
1014.9330500185507,1966-07-09
1014.9662731871838,1966-07-10
1014.9994941148695,1966-07-11
1015.0327128018347,1966-07-12
1015.0659292483055,1966-07-13
1015.0991434545086,1966-07-14
1015.1323554206709,1966-07-15
1015.1655651470192,1966-07-16
1015.1987726337795,1966-07-17
1015.2319778811786,1966-07-18
1015.2651808894433,1966-07-19
1015.2983816587998,1966-07-20
1015.3315801894745,1966-07-21
1015.3647764816938,1966-07-22
1015.3979705356845,1966-07-23
1015.4311623516721,1966-07-24
1015.4643519298835,1966-07-25
1015.4975392705455,1966-07-26
1015.5307243738837,1966-07-27
1015.5639072401243,1966-07-28
1015.5970878694937,1966-07-29
1015.6302662622178,1966-07-30
1015.6634424185231,1966-07-31
1015.70504179024,1966-08-01
1015.7466383581034,1966-08-02
1015.7882321223967,1966-08-03
1015.8298230834037,1966-08-04
1015.8714112414073,1966-08-05
1015.9129965966912,1966-08-06
1015.9545791495385,1966-08-07
1015.9961589002327,1966-08-08
1016.0377358490566,1966-08-09
1016.0793099962939,1966-08-10
1016.1208813422277,1966-08-11
1016.1624498871408,1966-08-12
1016.2040156313167,1966-08-13
1016.2455785750378,1966-08-14
1016.287138718588,1966-08-15
1016.3286960622496,1966-08-16
1016.3702506063057,1966-08-17
1016.4118023510396,1966-08-18
1016.4533512967331,1966-08-19
1016.4948974436701,1966-08-20
1016.5364407921327,1966-08-21
1016.5779813424042,1966-08-22
1016.6195190947667,1966-08-23
1016.6610540495036,1966-08-24
1016.702586206897,1966-08-25
1016.744115567229,1966-08-26
1016.7856421307835,1966-08-27
1016.8271658978417,1966-08-28
1016.8686868686874,1966-08-29
1016.9102050436018,1966-08-30
1016.9517204228672,1966-08-31
1017.0016496650172,1966-09-01
1017.0515755453812,1966-09-02
1017.101498064299,1966-09-03
1017.1514172221101,1966-09-04
1017.2013330191538,1966-09-05
1017.2512454557699,1966-09-06
1017.3011545322969,1966-09-07
1017.3510602490746,1966-09-08
1017.4009626064424,1966-09-09
1017.4508616047391,1966-09-10
1017.5007572443039,1966-09-11
1017.5506495254765,1966-09-12
1017.6005384485952,1966-09-13
1017.6504240139993,1966-09-14
1017.700306222028,1966-09-15
1017.75018507302,1966-09-16
1017.8000605673138,1966-09-17
1017.8499327052491,1966-09-18
1017.8998014871643,1966-09-19
1017.9496669133977,1966-09-20
1017.9995289842885,1966-09-21
1018.0493877001749,1966-09-22
1018.0992430613962,1966-09-23
1018.1490950682906,1966-09-24
1018.1989437211961,1966-09-25
1018.2487890204521,1966-09-26
1018.2986309663963,1966-09-27
1018.3484695593679,1966-09-28
1018.398304799704,1966-09-29
1018.4481366877437,1966-09-30
1018.4894015958566,1966-10-01
1018.5306630345221,1966-10-02
1018.5719210041785,1966-10-03
1018.6131755052625,1966-10-04
1018.6544265382128,1966-10-05
1018.6956741034652,1966-10-06
1018.7369182014576,1966-10-07
1018.7781588326275,1966-10-08
1018.8193959974112,1966-10-09
1018.8606296962465,1966-10-10
1018.9018599295698,1966-10-11
1018.9430866978181,1966-10-12
1018.9843100014288,1966-10-13
1019.0255298408376,1966-10-14
1019.0667462164822,1966-10-15
1019.1079591287984,1966-10-16
1019.1491685782225,1966-10-17
1019.1903745651919,1966-10-18
1019.2315770901422,1966-10-19
1019.2727761535101,1966-10-20
1019.3139717557319,1966-10-21
1019.3551638972431,1966-10-22
1019.3963525784802,1966-10-23
1019.4375377998791,1966-10-24
1019.4787195618757,1966-10-25
1019.5198978649062,1966-10-26
1019.5610727094057,1966-10-27
1019.6022440958106,1966-10-28
1019.6434120245564,1966-10-29
1019.6845764960782,1966-10-30
1019.7257375108119,1966-10-31
1019.7922527227993,1966-11-01
1019.8587634665929,1966-11-02
1019.9252697426424,1966-11-03
1019.9917715513983,1966-11-04
1020.0582688933108,1966-11-05
1020.1247617688296,1966-11-06
1020.191250178405,1966-11-07
1020.2577341224865,1966-11-08
1020.3242136015244,1966-11-09
1020.3906886159682,1966-11-10
1020.4571591662681,1966-11-11
1020.5236252528729,1966-11-12
1020.5900868762327,1966-11-13
1020.6565440367972,1966-11-14
1020.7229967350158,1966-11-15
1020.7894449713377,1966-11-16
1020.8558887462129,1966-11-17
1020.9223280600897,1966-11-18
1020.9887629134181,1966-11-19
1021.0551933066472,1966-11-20
1021.121619240226,1966-11-21
1021.1880407146032,1966-11-22
1021.2544577302288,1966-11-23
1021.3208702875506,1966-11-24
1021.3872783870183,1966-11-25
1021.4536820290803,1966-11-26
1021.5200812141854,1966-11-27
1021.5864759427827,1966-11-28
1021.6528662153206,1966-11-29
1021.7192520322476,1966-11-30
1021.7772446248965,1966-12-01
1021.8352333257836,1966-12-02
1021.8932181353019,1966-12-03
1021.9511990538423,1966-12-04
1022.0091760817962,1966-12-05
1022.0671492195561,1966-12-06
1022.1251184675128,1966-12-07
1022.1830838260577,1966-12-08
1022.241045295583,1966-12-09
1022.2990028764793,1966-12-10
1022.3569565691382,1966-12-11
1022.4149063739507,1966-12-12
1022.4728522913085,1966-12-13
1022.5307943216026,1966-12-14
1022.5887324652241,1966-12-15
1022.6466667225636,1966-12-16
1022.704597094013,1966-12-17
1022.7625235799622,1966-12-18
1022.820446180803,1966-12-19
1022.8783648969257,1966-12-20
1022.9362797287217,1966-12-21
1022.994190676581,1966-12-22
1023.0520977408944,1966-12-23
1023.1100009220528,1966-12-24
1023.1679002204471,1966-12-25
1023.2257956364673,1966-12-26
1023.283687170504,1966-12-27
1023.3415748229477,1966-12-28
1023.3994585941884,1966-12-29
1023.4573384846176,1966-12-30
1023.5152144946238,1966-12-31
1023.5645091006603,1967-01-01
1023.613799575991,1967-01-02
1023.6630859211343,1967-01-03
1023.71236813661,1967-01-04
1023.7616462229374,1967-01-05
1023.8109201806343,1967-01-06
1023.8601900102211,1967-01-07
1023.9094557122154,1967-01-08
1023.958717287136,1967-01-09
1024.0079747355019,1967-01-10
1024.0572280578313,1967-01-11
1024.1064772546424,1967-01-12
1024.155722326454,1967-01-13
1024.2049632737842,1967-01-14
1024.2542000971505,1967-01-15
1024.3034327970722,1967-01-16
1024.3526613740662,1967-01-17
1024.4018858286508,1967-01-18
1024.4511061613441,1967-01-19
1024.5003223726626,1967-01-20
1024.5495344631256,1967-01-21
1024.5987424332493,1967-01-22
1024.6479462835518,1967-01-23
1024.6971460145505,1967-01-24
1024.7463416267622,1967-01-25
1024.7955331207042,1967-01-26
1024.8447204968945,1967-01-27
1024.893903755849,1967-01-28
1024.943082898085,1967-01-29
1024.9922579241193,1967-01-30
1025.041428834469,1967-01-31
1025.107543980048,1967-02-01
1025.1736546991378,1967-02-02
1025.239760992184,1967-02-03
1025.3058628596295,1967-02-04
1025.3719603019197,1967-02-05
1025.4380533194983,1967-02-06
1025.5041419128106,1967-02-07
1025.5702260823,1967-02-08
1025.6363058284112,1967-02-09
1025.7023811515871,1967-02-10
1025.7684520522732,1967-02-11
1025.8345185309126,1967-02-12
1025.9005805879497,1967-02-13
1025.9666382238286,1967-02-14
1026.0326914389923,1967-02-15
1026.098740233885,1967-02-16
1026.16478460895,1967-02-17
1026.2308245646318,1967-02-18
1026.2968601013733,1967-02-19
1026.3628912196184,1967-02-20
1026.42891791981,1967-02-21
1026.4949402023917,1967-02-22
1026.5609580678074,1967-02-23
1026.6269715165,1967-02-24
1026.692980548912,1967-02-25
1026.7589851654877,1967-02-26
1026.8249853666696,1967-02-27
1026.8909811529006,1967-02-28
1026.9400245821455,1967-03-01
1026.989063910906,1967-03-02
1027.038099139697,1967-03-03
1027.087130269032,1967-03-04
1027.1361572994258,1967-03-05
1027.185180231392,1967-03-06
1027.234199065444,1967-03-07
1027.2832138020965,1967-03-08
1027.3322244418628,1967-03-09
1027.3812309852565,1967-03-10
1027.4302334327908,1967-03-11
1027.47923178498,1967-03-12
1027.5282260423369,1967-03-13
1027.5772162053752,1967-03-14
1027.6262022746077,1967-03-15
1027.6751842505473,1967-03-16
1027.7241621337075,1967-03-17
1027.7731359246015,1967-03-18
1027.8221056237414,1967-03-19
1027.8710712316408,1967-03-20
1027.9200327488115,1967-03-21
1027.9689901757665,1967-03-22
1028.0179435130192,1967-03-23
1028.0668927610807,1967-03-24
1028.1158379204637,1967-03-25
1028.1647789916808,1967-03-26
1028.213715975244,1967-03-27
1028.2626488716653,1967-03-28
1028.311577681457,1967-03-29
1028.3605024051308,1967-03-30
1028.4094230431986,1967-03-31
1028.4666900479317,1967-04-01
1028.5239522708105,1967-04-02
1028.5812097124347,1967-04-03
1028.638462373402,1967-04-04
1028.6957102543124,1967-04-05
1028.7529533557636,1967-04-06
1028.8101916783546,1967-04-07
1028.8674252226836,1967-04-08
1028.9246539893486,1967-04-09
1028.981877978948,1967-04-10
1029.0390971920806,1967-04-11
1029.0963116293437,1967-04-12
1029.153521291335,1967-04-13
1029.2107261786527,1967-04-14
1029.267926291895,1967-04-15
1029.3251216316585,1967-04-16
1029.3823121985415,1967-04-17
1029.439497993141,1967-04-18
1029.4966790160543,1967-04-19
1029.553855267879,1967-04-20
1029.6110267492115,1967-04-21
1029.6681934606497,1967-04-22
1029.72535540279,1967-04-23
1029.782512576229,1967-04-24
1029.8396649815643,1967-04-25
1029.8968126193913,1967-04-26
1029.9539554903074,1967-04-27
1030.011093594909,1967-04-28
1030.0682269337915,1967-04-29
1030.1253555075525,1967-04-30
1030.1655477252825,1967-05-01
1030.2057359208084,1967-05-02
1030.2459200947321,1967-05-03
1030.2861002476589,1967-05-04
1030.3262763801915,1967-05-05
1030.3664484929336,1967-05-06
1030.4066165864883,1967-05-07
1030.446780661459,1967-05-08
1030.4869407184478,1967-05-09
1030.5270967580589,1967-05-10
1030.5672487808945,1967-05-11
1030.607396787557,1967-05-12
1030.6475407786493,1967-05-13
1030.6876807547737,1967-05-14
1030.7278167165323,1967-05-15
1030.767948664528,1967-05-16
1030.8080765993616,1967-05-17
1030.8482005216363,1967-05-18
1030.8883204319532,1967-05-19
1030.9284363309143,1967-05-20
1030.968548219121,1967-05-21
1031.0086560971747,1967-05-22
1031.0487599656774,1967-05-23
1031.088859825229,1967-05-24
1031.128955676432,1967-05-25
