Date,GDPCTOT% Index_ratio_annual
1970-09-27,-1.8405479452054814
1970-09-28,-1.8326027397260294
1970-09-29,-1.8246575342465765
1970-09-30,-1.816712328767124
1970-10-01,-1.7961643835616443
1970-10-02,-1.775616438356165
1970-10-03,-1.7550684931506861
1970-10-04,-1.7345205479452068
1970-10-05,-1.7139726027397266
1970-10-06,-1.6934246575342478
1970-10-07,-1.6728767123287676
1970-10-08,-1.6523287671232887
1970-10-09,-1.6317808219178094
1970-10-10,-1.61123287671233
1970-10-11,-1.5906849315068494
1970-10-12,-1.570136986301371
1970-10-13,-1.5495890410958908
1970-10-14,-1.529041095890412
1970-10-15,-1.5084931506849322
1970-10-16,-1.4879452054794524
1970-10-17,-1.4673972602739735
1970-10-18,-1.4468493150684938
1970-10-19,-1.4263013698630145
1970-10-20,-1.4057534246575352
1970-10-21,-1.385205479452055
1970-10-22,-1.3646575342465765
1970-10-23,-1.344109589041096
1970-10-24,-1.323561643835617
1970-10-25,-1.3030136986301377
1970-10-26,-1.282465753424658
1970-10-27,-1.2619178082191786
1970-10-28,-1.2413698630136993
1970-10-29,-1.22082191780822
1970-10-30,-1.2002739726027407
1970-10-31,-1.1797260273972605
1970-11-01,-1.1591780821917812
1970-11-02,-1.1386301369863014
1970-11-03,-1.1180821917808221
1970-11-04,-1.0975342465753428
1970-11-05,-1.0769863013698635
1970-11-06,-1.0564383561643833
1970-11-07,-1.0358904109589044
1970-11-08,-1.0153424657534247
1970-11-09,-0.9947945205479454
1970-11-10,-0.9742465753424661
1970-11-11,-0.9536986301369859
1970-11-12,-0.933150684931507
1970-11-13,-0.9126027397260272
1970-11-14,-0.8920547945205475
1970-11-15,-0.8715068493150686
1970-11-16,-0.8509589041095889
1970-11-17,-0.8304109589041095
1970-11-18,-0.8098630136986302
1970-11-19,-0.7893150684931505
1970-11-20,-0.7687671232876707
1970-11-21,-0.7482191780821914
1970-11-22,-0.7276712328767121
1970-11-23,-0.7071232876712328
1970-11-24,-0.686575342465753
1970-11-25,-0.6660273972602737
1970-11-26,-0.645479452054794
1970-11-27,-0.6249315068493151
1970-11-28,-0.6043835616438358
1970-11-29,-0.583835616438356
1970-11-30,-0.5632876712328763
1970-12-01,-0.5427397260273965
1970-12-02,-0.5221917808219181
1970-12-03,-0.5016438356164379
1970-12-04,-0.48109589041095857
1970-12-05,-0.4605479452054797
1970-12-06,-0.43999999999999995
1970-12-07,-0.4194520547945211
1970-12-08,-0.3989041095890409
1970-12-09,-0.37835616438356157
1970-12-10,-0.35780821917808225
1970-12-11,-0.33726027397260294
1970-12-12,-0.3167123287671241
1970-12-13,-0.29616438356164343
1970-12-14,-0.27561643835616456
1970-12-15,-0.2550684931506848
1970-12-16,-0.2345205479452055
1970-12-17,-0.21397260273972618
1970-12-18,-0.19342465753424642
1970-12-19,-0.17287671232876756
1970-12-20,-0.1523287671232878
1970-12-21,-0.13178082191780804
1970-12-22,-0.11123287671232918
1970-12-23,-0.09068493150684898
1970-12-24,-0.07013698630137055
1970-12-25,-0.04958904109589035
1970-12-26,-0.029041095890410595
1970-12-27,-0.008493150684931283
1970-12-28,0.012054794520548029
1970-12-29,0.03260273972602734
1970-12-30,0.05315068493150665
1970-12-31,0.07369863013698641
1971-01-01,0.058082191780821635
1971-01-02,0.04246575342465775
1971-01-03,0.026849315068492974
1971-01-04,0.0112328767123282
1971-01-05,-0.004383561643836131
1971-01-06,-0.020000000000000462
1971-01-07,-0.03561643835616479
1971-01-08,-0.05123287671232912
1971-01-09,-0.06684931506849301
1971-01-10,-0.08246575342465823
1971-01-11,-0.09808219178082167
1971-01-12,-0.11369863013698689
1971-01-13,-0.12931506849315078
1971-01-14,-0.14493150684931555
1971-01-15,-0.16054794520548032
1971-01-16,-0.1761643835616442
1971-01-17,-0.19178082191780854
1971-01-18,-0.20739726027397287
1971-01-19,-0.22301369863013765
1971-01-20,-0.23863013698630153
1971-01-21,-0.2542465753424663
1971-01-22,-0.26986301369863064
1971-01-23,-0.2854794520547954
1971-01-24,-0.3010958904109593
1971-01-25,-0.31671232876712274
1971-01-26,-0.3323287671232875
1971-01-27,-0.34794520547945185
1971-01-28,-0.36356164383561707
1971-01-29,-0.3791780821917805
1971-01-30,-0.39479452054794484
1971-01-31,-0.4104109589041096
1971-02-01,-0.4260273972602744
1971-02-02,-0.44164383561643916
1971-02-03,-0.45726027397260305
1971-02-04,-0.47287671232876693
1971-02-05,-0.4884931506849317
1971-02-06,-0.5041095890410956
1971-02-07,-0.5197260273972599
1971-02-08,-0.5353424657534247
1971-02-09,-0.550958904109589
1971-02-10,-0.5665753424657534
1971-02-11,-0.5821917808219172
1971-02-12,-0.597808219178082
1971-02-13,-0.6134246575342464
1971-02-14,-0.6290410958904107
1971-02-15,-0.644657534246575
1971-02-16,-0.6602739726027393
1971-02-17,-0.6758904109589041
1971-02-18,-0.691506849315068
1971-02-19,-0.7071232876712323
1971-02-20,-0.7227397260273976
1971-02-21,-0.7383561643835623
1971-02-22,-0.7539726027397258
1971-02-23,-0.7695890410958901
1971-02-24,-0.7852054794520544
1971-02-25,-0.8008219178082192
1971-02-26,-0.8164383561643835
1971-02-27,-0.8320547945205479
1971-02-28,-0.8476712328767126
1971-03-01,-0.8632876712328765
1971-03-02,-0.8789041095890409
1971-03-03,-0.8945205479452047
1971-03-04,-0.9101369863013695
1971-03-05,-0.9257534246575339
1971-03-06,-0.9413698630136986
1971-03-07,-0.956986301369863
1971-03-08,-0.9726027397260273
1971-03-09,-0.9882191780821916
1971-03-10,-1.0038356164383566
1971-03-11,-1.0194520547945198
1971-03-12,-1.0350684931506846
1971-03-13,-1.0506849315068492
1971-03-14,-1.0663013698630135
1971-03-15,-1.0819178082191783
1971-03-16,-1.0975342465753422
1971-03-17,-1.113150684931507
1971-03-18,-1.1287671232876713
1971-03-19,-1.1443835616438354
1971-03-20,-1.1599999999999997
1971-03-21,-1.175616438356164
1971-03-22,-1.1912328767123286
1971-03-23,-1.206849315068493
1971-03-24,-1.2224657534246577
1971-03-25,-1.2380821917808214
1971-03-26,-1.253698630136986
1971-03-27,-1.2693150684931507
1971-03-28,-1.2849315068493152
1971-03-29,-1.3005479452054798
1971-03-30,-1.316164383561644
1971-03-31,-1.331780821917808
1971-04-01,-1.311232876712329
1971-04-02,-1.2906849315068496
1971-04-03,-1.27013698630137
1971-04-04,-1.2495890410958908
1971-04-05,-1.2290410958904112
1971-04-06,-1.2084931506849312
1971-04-07,-1.1879452054794524
1971-04-08,-1.167397260273973
1971-04-09,-1.1468493150684929
1971-04-10,-1.1263013698630138
1971-04-11,-1.1057534246575338
1971-04-12,-1.0852054794520547
1971-04-13,-1.0646575342465756
1971-04-14,-1.0441095890410959
1971-04-15,-1.0235616438356159
1971-04-16,-1.0030136986301368
1971-04-17,-0.9824657534246581
1971-04-18,-0.9619178082191784
1971-04-19,-0.9413698630136986
1971-04-20,-0.9208219178082184
1971-04-21,-0.9002739726027396
1971-04-22,-0.8797260273972602
1971-04-23,-0.8591780821917814
1971-04-24,-0.8386301369863012
1971-04-25,-0.8180821917808214
1971-04-26,-0.7975342465753426
1971-04-27,-0.7769863013698628
1971-04-28,-0.7564383561643839
1971-04-29,-0.7358904109589042
1971-04-30,-0.7153424657534244
1971-05-01,-0.6947945205479451
1971-05-02,-0.6742465753424658
1971-05-03,-0.6536986301369869
1971-05-04,-0.6331506849315067
1971-05-05,-0.6126027397260265
1971-05-06,-0.5920547945205477
1971-05-07,-0.5715068493150683
1971-05-08,-0.5509589041095895
1971-05-09,-0.5304109589041097
1971-05-10,-0.50986301369863
1971-05-11,-0.48931506849315065
1971-05-12,-0.46876712328767134
1971-05-13,-0.44821917808219247
1971-05-14,-0.4276712328767127
1971-05-15,-0.40712328767123296
1971-05-16,-0.38657534246575365
1971-05-17,-0.36602739726027433
1971-05-18,-0.345479452054795
1971-05-19,-0.3249315068493157
1971-05-20,-0.30438356164383595
1971-05-21,-0.2838356164383562
1971-05-22,-0.26328767123287733
1971-05-23,-0.24273972602739802
1971-05-24,-0.22219178082191782
1971-05-25,-0.20164383561643895
1971-05-26,-0.18109589041095964
1971-05-27,-0.16054794520547944
1971-05-28,-0.14000000000000057
1971-05-29,-0.11945205479452081
1971-05-30,-0.09890410958904106
1971-05-31,-0.07835616438356219
1971-06-01,-0.05780821917808199
1971-06-02,-0.03726027397260312
1971-06-03,-0.016712328767123807
1971-06-04,0.003835616438355949
1971-06-05,0.024383561643834817
1971-06-06,0.04493150684931457
1971-06-07,0.06547945205479433
1971-06-08,0.08602739726027364
1971-06-09,0.1065753424657534
1971-06-10,0.1271232876712327
1971-06-11,0.14767123287671202
1971-06-12,0.16821917808219133
1971-06-13,0.18876712328767065
1971-06-14,0.20931506849314996
1971-06-15,0.2298630136986306
1971-06-16,0.25041095890410947
1971-06-17,0.2709589041095888
1971-06-18,0.2915068493150681
1971-06-19,0.31205479452054785
1971-06-20,0.33260273972602716
1971-06-21,0.3531506849315065
1971-06-22,0.3736986301369858
1971-06-23,0.3942465753424651
1971-06-24,0.4147945205479453
1971-06-25,0.43534246575342417
1971-06-26,0.4558904109589048
1971-06-27,0.4764383561643837
1971-06-28,0.49698630136986255
1971-06-29,0.5175342465753427
1971-06-30,0.5380821917808216
1971-07-01,0.544931506849315
1971-07-02,0.5517808219178093
1971-07-03,0.5586301369863018
1971-07-04,0.5654794520547957
1971-07-05,0.5723287671232886
1971-07-06,0.5791780821917816
1971-07-07,0.5860273972602754
1971-07-08,0.5928767123287679
1971-07-09,0.5997260273972613
1971-07-10,0.6065753424657547
1971-07-11,0.6134246575342477
1971-07-12,0.6202739726027411
1971-07-13,0.6271232876712336
1971-07-14,0.633972602739727
1971-07-15,0.6408219178082204
1971-07-16,0.6476712328767134
1971-07-17,0.6545205479452072
1971-07-18,0.6613698630136997
1971-07-19,0.6682191780821927
1971-07-20,0.6750684931506865
1971-07-21,0.681917808219179
1971-07-22,0.6887671232876724
1971-07-23,0.6956164383561654
1971-07-24,0.7024657534246588
1971-07-25,0.7093150684931522
1971-07-26,0.7161643835616447
1971-07-27,0.7230136986301376
1971-07-28,0.7298630136986306
1971-07-29,0.7367123287671244
1971-07-30,0.7435616438356178
1971-07-31,0.7504109589041108
1971-08-01,0.7572602739726042
1971-08-02,0.7641095890410967
1971-08-03,0.7709589041095901
1971-08-04,0.7778082191780826
1971-08-05,0.7846575342465765
1971-08-06,0.7915068493150699
1971-08-07,0.7983561643835624
1971-08-08,0.8052054794520553
1971-08-09,0.8120547945205492
1971-08-10,0.8189041095890426
1971-08-11,0.8257534246575351
1971-08-12,0.832602739726028
1971-08-13,0.8394520547945223
1971-08-14,0.8463013698630149
1971-08-15,0.8531506849315078
1971-08-16,0.8600000000000008
1971-08-17,0.8668493150684937
1971-08-18,0.8736986301369876
1971-08-19,0.8805479452054805
1971-08-20,0.8873972602739735
1971-08-21,0.8942465753424664
1971-08-22,0.9010958904109598
1971-08-23,0.9079452054794532
1971-08-24,0.9147945205479471
1971-08-25,0.9216438356164391
1971-08-26,0.928493150684933
1971-08-27,0.9353424657534264
1971-08-28,0.9421917808219193
1971-08-29,0.9490410958904127
1971-08-30,0.9558904109589048
1971-08-31,0.9627397260273987
1971-09-01,0.9695890410958921
1971-09-02,0.976438356164385
1971-09-03,0.9832876712328784
1971-09-04,0.9901369863013705
1971-09-05,0.9969863013698639
1971-09-06,1.0038356164383568
1971-09-07,1.0106849315068502
1971-09-08,1.0175342465753436
1971-09-09,1.0243835616438361
1971-09-10,1.031232876712329
1971-09-11,1.0380821917808225
1971-09-12,1.044931506849315
1971-09-13,1.0517808219178084
1971-09-14,1.0586301369863018
1971-09-15,1.0654794520547948
1971-09-16,1.0723287671232882
1971-09-17,1.0791780821917807
1971-09-18,1.086027397260274
1971-09-19,1.0928767123287675
1971-09-20,1.0997260273972604
1971-09-21,1.1065753424657534
1971-09-22,1.1134246575342481
1971-09-23,1.1202739726027398
1971-09-24,1.1271232876712332
1971-09-25,1.133972602739726
1971-09-26,1.1408219178082195
1971-09-27,1.147671232876713
1971-09-28,1.1545205479452063
1971-09-29,1.1613698630136993
1971-09-30,1.1682191780821922
1971-10-01,1.1624657534246579
1971-10-02,1.156712328767124
1971-10-03,1.15095890410959
1971-10-04,1.1452054794520556
1971-10-05,1.1394520547945217
1971-10-06,1.1336986301369865
1971-10-07,1.127945205479452
1971-10-08,1.1221917808219182
1971-10-09,1.1164383561643842
1971-10-10,1.1106849315068499
1971-10-11,1.1049315068493155
1971-10-12,1.0991780821917811
1971-10-13,1.0934246575342472
1971-10-14,1.0876712328767129
1971-10-15,1.081917808219178
1971-10-16,1.0761643835616441
1971-10-17,1.0704109589041098
1971-10-18,1.0646575342465758
1971-10-19,1.0589041095890415
1971-10-20,1.053150684931507
1971-10-21,1.0473972602739723
1971-10-22,1.0416438356164388
1971-10-23,1.0358904109589036
1971-10-24,1.03013698630137
1971-10-25,1.0243835616438357
1971-10-26,1.0186301369863013
1971-10-27,1.012876712328767
1971-10-28,1.007123287671233
1971-10-29,1.0013698630136991
1971-10-30,0.9956164383561648
1971-10-31,0.98986301369863
1971-11-01,0.9841095890410956
1971-11-02,0.9783561643835612
1971-11-03,0.9726027397260277
1971-11-04,0.9668493150684934
1971-11-05,0.961095890410959
1971-11-06,0.9553424657534237
1971-11-07,0.9495890410958907
1971-11-08,0.9438356164383568
1971-11-09,0.938082191780822
1971-11-10,0.9323287671232876
1971-11-11,0.9265753424657541
1971-11-12,0.9208219178082193
1971-11-13,0.915068493150685
1971-11-14,0.9093150684931501
1971-11-15,0.9035616438356162
1971-11-16,0.8978082191780814
1971-11-17,0.8920547945205484
1971-11-18,0.886301369863014
1971-11-19,0.8805479452054787
1971-11-20,0.8747945205479448
1971-11-21,0.8690410958904118
1971-11-22,0.863287671232877
1971-11-23,0.8575342465753426
1971-11-24,0.8517808219178078
1971-11-25,0.8460273972602743
1971-11-26,0.84027397260274
1971-11-27,0.834520547945206
1971-11-28,0.8287671232876717
1971-11-29,0.8230136986301373
1971-11-30,0.8172602739726038
1971-12-01,0.811506849315069
1971-12-02,0.8057534246575346
1971-12-03,0.7999999999999998
1971-12-04,0.7942465753424655
1971-12-05,0.788493150684932
1971-12-06,0.7827397260273976
1971-12-07,0.7769863013698637
1971-12-08,0.7712328767123284
1971-12-09,0.7654794520547941
1971-12-10,0.7597260273972601
1971-12-11,0.7539726027397258
1971-12-12,0.7482191780821923
1971-12-13,0.7424657534246575
1971-12-14,0.7367123287671231
1971-12-15,0.7309589041095883
1971-12-16,0.7252054794520553
1971-12-17,0.7194520547945209
1971-12-18,0.7136986301369861
1971-12-19,0.7079452054794517
1971-12-20,0.7021917808219174
1971-12-21,0.6964383561643834
1971-12-22,0.6906849315068495
1971-12-23,0.6849315068493151
1971-12-24,0.6791780821917803
1971-12-25,0.673424657534246
1971-12-26,0.6676712328767116
1971-12-27,0.6619178082191781
1971-12-28,0.6561643835616437
1971-12-29,0.6504109589041094
1971-12-30,0.644657534246575
1971-12-31,0.6389041095890406
1972-01-01,0.6723287671232878
1972-01-02,0.7057534246575345
1972-01-03,0.7391780821917808
1972-01-04,0.7726027397260284
1972-01-05,0.8060273972602747
1972-01-06,0.8394520547945215
1972-01-07,0.8728767123287677
1972-01-08,0.906301369863014
1972-01-09,0.9397260273972607
1972-01-10,0.9731506849315075
1972-01-11,1.0065753424657538
1972-01-12,1.0400000000000005
1972-01-13,1.0734246575342468
1972-01-14,1.106849315068494
1972-01-15,1.1402739726027402
1972-01-16,1.173698630136987
1972-01-17,1.2071232876712332
1972-01-18,1.24054794520548
1972-01-19,1.2739726027397267
1972-01-20,1.3073972602739725
1972-01-21,1.3408219178082201
1972-01-22,1.374246575342466
1972-01-23,1.4076712328767131
1972-01-24,1.4410958904109594
1972-01-25,1.4745205479452053
1972-01-26,1.5079452054794529
1972-01-27,1.5413698630136983
1972-01-28,1.5747945205479454
1972-01-29,1.6082191780821913
1972-01-30,1.641643835616438
1972-01-31,1.6750684931506847
1972-02-01,1.7084931506849315
1972-02-02,1.7419178082191782
1972-02-03,1.7753424657534254
1972-02-04,1.8087671232876712
1972-02-05,1.8421917808219188
1972-02-06,1.8756164383561638
1972-02-07,1.9090410958904114
1972-02-08,1.942465753424658
1972-02-09,1.975890410958904
1972-02-10,2.009315068493151
1972-02-11,2.042739726027397
1972-02-12,2.0761643835616446
1972-02-13,2.1095890410958913
1972-02-14,2.1430136986301367
1972-02-15,2.176438356164384
1972-02-16,2.2098630136986297
1972-02-17,2.2432876712328773
1972-02-18,2.276712328767124
1972-02-19,2.3101369863013703
1972-02-20,2.343561643835616
1972-02-21,2.376986301369863
1972-02-22,2.41041095890411
1972-02-23,2.443835616438357
1972-02-24,2.477260273972602
1972-02-25,2.510684931506849
1972-02-26,2.544109589041095
1972-02-27,2.577534246575343
1972-02-28,2.6109589041095886
1972-02-29,2.6166569353993556
1972-03-01,2.6500224567707167
1972-03-02,2.6833879781420755
1972-03-03,2.7167534995134353
1972-03-04,2.7501190208847963
1972-03-05,2.7834845422561565
1972-03-06,2.8168500636275167
1972-03-07,2.8502155849988764
1972-03-08,2.883581106370236
1972-03-09,2.9169466277415967
1972-03-10,2.950312149112958
1972-03-11,2.983677670484317
1972-03-12,3.0170431918556764
1972-03-13,3.0504087132270374
1972-03-14,3.0837742345983976
1972-03-15,3.117139755969758
1972-03-16,3.150505277341118
1972-03-17,3.183870798712478
1972-03-18,3.2172363200838374
1972-03-19,3.2506018414551985
1972-03-20,3.2839673628265587
1972-03-21,3.3173328841979193
1972-03-22,3.350698405569278
1972-03-23,3.3840639269406383
1972-03-24,3.4174294483119985
1972-03-25,3.4507949696833595
1972-03-26,3.4841604910547197
1972-03-27,3.517526012426078
1972-03-28,3.550891533797439
1972-03-29,3.5842570551687993
1972-03-30,3.6176225765401604
1972-03-31,3.6509880979115197
1972-04-01,3.629362976270678
1972-04-02,3.6077378546298364
1972-04-03,3.586112732988995
1972-04-04,3.564487611348154
1972-04-05,3.542862489707313
1972-04-06,3.5212373680664717
1972-04-07,3.499612246425629
1972-04-08,3.4779871247847876
1972-04-09,3.456362003143946
1972-04-10,3.4347368815031047
1972-04-11,3.4131117598622644
1972-04-12,3.391486638221423
1972-04-13,3.369861516580581
1972-04-14,3.3482363949397396
1972-04-15,3.3266112732988984
1972-04-16,3.304986151658057
1972-04-17,3.283361030017216
1972-04-18,3.2617359083763753
1972-04-19,3.2401107867355337
1972-04-20,3.218485665094692
1972-04-21,3.196860543453851
1972-04-22,3.175235421813009
1972-04-23,3.153610300172169
1972-04-24,3.1319851785313264
1972-04-25,3.1103600568904857
1972-04-26,3.0887349352496427
1972-04-27,3.067109813608802
1972-04-28,3.0454846919679617
1972-04-29,3.02385957032712
1972-04-30,3.002234448686279
1972-05-01,2.9806093270454372
1972-05-02,2.9589842054045956
1972-05-03,2.9373590837637544
1972-05-04,2.915733962122913
1972-05-05,2.894108840482071
1972-05-06,2.872483718841231
1972-05-07,2.8508585972003893
1972-05-08,2.829233475559548
1972-05-09,2.807608353918707
1972-05-10,2.7859832322778653
1972-05-11,2.7643581106370227
1972-05-12,2.7427329889961825
1972-05-13,2.7211078673553413
1972-05-14,2.6994827457144988
1972-05-15,2.6778576240736576
1972-05-16,2.656232502432817
1972-05-17,2.6346073807919757
1972-05-18,2.612982259151134
1972-05-19,2.591357137510293
1972-05-20,2.5697320158694525
1972-05-21,2.5481068942286105
1972-05-22,2.5264817725877693
1972-05-23,2.504856650946928
1972-05-24,2.483231529306086
1972-05-25,2.461606407665245
1972-05-26,2.4399812860244037
1972-05-27,2.4183561643835625
1972-05-28,2.396731042742721
1972-05-29,2.375105921101878
1972-05-30,2.3534807994610376
1972-05-31,2.3318556778201964
1972-06-01,2.3102305561793544
1972-06-02,2.2886054345385136
1972-06-03,2.266980312897672
1972-06-04,2.2453551912568313
1972-06-05,2.22373006961599
1972-06-06,2.2021049479751484
1972-06-07,2.180479826334307
1972-06-08,2.1588547046934656
1972-06-09,2.137229583052624
1972-06-10,2.1156044614117824
1972-06-11,2.093979339770941
1972-06-12,2.0723542181301
1972-06-13,2.0507290964892584
1972-06-14,2.0291039748484168
1972-06-15,2.0074788532075747
1972-06-16,1.985853731566733
1972-06-17,1.9642286099258928
1972-06-18,1.9426034882850511
1972-06-19,1.9209783666442095
1972-06-20,1.8993532450033683
1972-06-21,1.8777281233625258
1972-06-22,1.8561030017216864
1972-06-23,1.834477880080844
1972-06-24,1.8128527584400032
1972-06-25,1.7912276367991606
1972-06-26,1.7696025151583186
1972-06-27,1.7479773935174787
1972-06-28,1.7263522718766366
1972-06-29,1.704727150235796
1972-06-30,1.6831020285949543
1972-07-01,1.6896459315817038
1972-07-02,1.6961898345684543
1972-07-03,1.7027337375552047
1972-07-04,1.7092776405419547
1972-07-05,1.715821543528706
1972-07-06,1.7223654465154556
1972-07-07,1.7289093495022065
1972-07-08,1.735453252488957
1972-07-09,1.7419971554757074
1972-07-10,1.7485410584624574
1972-07-11,1.7550849614492092
1972-07-12,1.7616288644359583
1972-07-13,1.7681727674227097
1972-07-14,1.7747166704094601
1972-07-15,1.781260573396211
1972-07-16,1.787804476382961
1972-07-17,1.794348379369711
1972-07-18,1.8008922823564615
1972-07-19,1.8074361853432128
1972-07-20,1.8139800883299637
1972-07-21,1.8205239913167137
1972-07-22,1.8270678943034637
1972-07-23,1.8336117972902133
1972-07-24,1.8401557002769646
1972-07-25,1.8466996032637155
1972-07-26,1.8532435062504664
1972-07-27,1.8597874092372169
1972-07-28,1.8663313122239686
1972-07-29,1.8728752152107182
1972-07-30,1.8794191181974682
1972-07-31,1.885963021184219
1972-08-01,1.8925069241709682
1972-08-02,1.8990508271577196
1972-08-03,1.90559473014447
1972-08-04,1.9121386331312222
1972-08-05,1.9186825361179718
1972-08-06,1.925226439104721
1972-08-07,1.9317703420914731
1972-08-08,1.9383142450782236
1972-08-09,1.944858148064974
1972-08-10,1.9514020510517236
1972-08-11,1.9579459540384745
1972-08-12,1.964489857025225
1972-08-13,1.9710337600119754
1972-08-14,1.9775776629987267
1972-08-15,1.9841215659854763
1972-08-16,1.9906654689722272
1972-08-17,1.9972093719589767
1972-08-18,2.003753274945728
1972-08-19,2.0102971779324785
1972-08-20,2.016841080919229
1972-08-21,2.02338498390598
1972-08-22,2.0299288868927294
1972-08-23,2.0364727898794808
1972-08-24,2.0430166928662308
1972-08-25,2.049560595852982
1972-08-26,2.0561044988397317
1972-08-27,2.062648401826482
1972-08-28,2.0691923048132335
1972-08-29,2.0757362077999835
1972-08-30,2.082280110786735
1972-08-31,2.0888240137734844
1972-09-01,2.095367916760235
1972-09-02,2.101911819746986
1972-09-03,2.108455722733736
1972-09-04,2.1149996257204866
1972-09-05,2.121543528707238
1972-09-06,2.1280874316939884
1972-09-07,2.134631334680739
1972-09-08,2.1411752376674893
1972-09-09,2.1477191406542393
1972-09-10,2.154263043640991
1972-09-11,2.160806946627741
1972-09-12,2.167350849614493
1972-09-13,2.173894752601242
1972-09-14,2.1804386555879924
1972-09-15,2.186982558574743
1972-09-16,2.1935264615614942
1972-09-17,2.2000703645482456
1972-09-18,2.2066142675349947
1972-09-19,2.213158170521745
1972-09-20,2.2197020735084947
1972-09-21,2.2262459764952456
1972-09-22,2.232789879481996
1972-09-23,2.2393337824687474
1972-09-24,2.245877685455498
1972-09-25,2.2524215884422474
1972-09-26,2.2589654914289983
1972-09-27,2.2655093944157496
1972-09-28,2.2720532974024996
1972-09-29,2.278597200389249
1972-09-30,2.285141103376
1972-10-01,2.29470693914215
1972-10-02,2.304272774908299
1972-10-03,2.31383861067445
1972-10-04,2.3234044464405996
1972-10-05,2.3329702822067504
1972-10-06,2.342536117972901
1972-10-07,2.3521019537390506
1972-10-08,2.361667789505202
1972-10-09,2.371233625271351
1972-10-10,2.380799461037502
1972-10-11,2.390365296803651
1972-10-12,2.3999311325698014
1972-10-13,2.409496968335952
1972-10-14,2.419062804102101
1972-10-15,2.4286286398682524
1972-10-16,2.4381944756344023
1972-10-17,2.4477603114005526
1972-10-18,2.4573261471667034
1972-10-19,2.466891982932852
1972-10-20,2.476457818699003
1972-10-21,2.486023654465154
1972-10-22,2.4955894902313025
1972-10-23,2.505155325997455
1972-10-24,2.514721161763603
1972-10-25,2.5242869975297544
1972-10-26,2.5338528332959047
1972-10-27,2.543418669062054
1972-10-28,2.552984504828204
1972-10-29,2.562550340594354
1972-10-30,2.572116176360505
1972-10-31,2.581682012126655
1972-11-01,2.5912478478928054
1972-11-02,2.6008136836589553
1972-11-03,2.6103795194251043
1972-11-04,2.6199453551912555
1972-11-05,2.629511190957406
1972-11-06,2.6390770267235566
1972-11-07,2.6486428624897047
1972-11-08,2.658208698255855
1972-11-09,2.6677745340220067
1972-11-10,2.677340369788157
1972-11-11,2.686906205554305
1972-11-12,2.696472041320456
1972-11-13,2.7060378770866063
1972-11-14,2.7156037128527575
1972-11-15,2.725169548618908
1972-11-16,2.7347353843850577
1972-11-17,2.7443012201512067
1972-11-18,2.753867055917357
1972-11-19,2.7634328916835087
1972-11-20,2.772998727449658
1972-11-21,2.782564563215807
1972-11-22,2.792130398981959
1972-11-23,2.8016962347481074
1972-11-24,2.8112620705142586
1972-11-25,2.8208279062804085
1972-11-26,2.8303937420465584
1972-11-27,2.8399595778127096
1972-11-28,2.849525413578858
1972-11-29,2.859091249345009
1972-11-30,2.868657085111159
1972-12-01,2.878222920877309
1972-12-02,2.887788756643461
1972-12-03,2.8973545924096102
1972-12-04,2.9069204281757606
1972-12-05,2.9164862639419105
1972-12-06,2.9260520997080595
1972-12-07,2.9356179354742107
1972-12-08,2.9451837712403606
1972-12-09,2.954749607006512
1972-12-10,2.964315442772661
1972-12-11,2.973881278538811
1972-12-12,2.983447114304962
1972-12-13,2.9930129500711105
1972-12-14,3.0025787858372617
1972-12-15,3.0121446216034125
1972-12-16,3.0217104573695615
1972-12-17,3.0312762931357127
1972-12-18,3.0408421289018617
1972-12-19,3.050407964668013
1972-12-20,3.0599738004341632
1972-12-21,3.0695396362003127
1972-12-22,3.079105471966464
1972-12-23,3.0886713077326124
1972-12-24,3.098237143498764
1972-12-25,3.1078029792649144
1972-12-26,3.1173688150310634
1972-12-27,3.1269346507972133
1972-12-28,3.1365004865633637
1972-12-29,3.146066322329513
1972-12-30,3.1556321580956643
1972-12-31,3.165197993861814
1973-01-01,3.151477655513137
1973-01-02,3.1377573171644566
1973-01-03,3.124036978815779
1973-01-04,3.1103166404670994
1973-01-05,3.0965963021184213
1973-01-06,3.0828759637697423
1973-01-07,3.0691556254210646
1973-01-08,3.0554352870723864
1973-01-09,3.041714948723706
1973-01-10,3.0279946103750275
1973-01-11,3.014274272026349
1973-01-12,3.0005539336776703
1973-01-13,2.986833595328992
1973-01-14,2.973113256980312
1973-01-15,2.959392918631634
1973-01-16,2.9456725802829546
1973-01-17,2.931952241934277
1973-01-18,2.9182319035855975
1973-01-19,2.9045115652369176
1973-01-20,2.8907912268882408
1973-01-21,2.8770708885395613
1973-01-22,2.8633505501908827
1973-01-23,2.849630211842204
1973-01-24,2.835909873493524
1973-01-25,2.8221895351448456
1973-01-26,2.8084691967961666
1973-01-27,2.7947488584474893
1973-01-28,2.7810285200988103
1973-01-29,2.7673081817501304
1973-01-30,2.7535878434014522
1973-01-31,2.739867505052773
1973-02-01,2.726147166704096
1973-02-02,2.712426828355416
1973-02-03,2.698706490006736
1973-02-04,2.684986151658058
1973-02-05,2.671265813309379
1973-02-06,2.657545474960701
1973-02-07,2.643825136612022
1973-02-08,2.630104798263342
1973-02-09,2.6163844599146646
1973-02-10,2.6026641215659847
1973-02-11,2.5889437832173074
1973-02-12,2.5752234448686275
1973-02-13,2.5615031065199476
1973-02-14,2.5477827681712704
