Date,SPX Index_ratio_annual
1957-07-29,1020.0230854465609
1957-07-30,1019.6117361754408
1957-07-31,1019.2103944921921
1957-08-01,1018.7612948897457
1957-08-02,1018.2655105904377
1957-08-03,1017.7307433865914
1957-08-04,1017.212208473763
1957-08-05,1016.6495143453144
1957-08-06,1016.0742309856705
1957-08-07,1015.5583931725093
1957-08-08,1015.0282900303206
1957-08-09,1014.4513991922435
1957-08-10,1013.8470083017351
1957-08-11,1013.270331637183
1957-08-12,1012.7178092230686
1957-08-13,1012.1351861744822
1957-08-14,1011.6127007457087
1957-08-15,1011.0178959188269
1957-08-16,1010.4115190044755
1957-08-17,1009.8049527070867
1957-08-18,1009.2085161375708
1957-08-19,1008.6089594125754
1957-08-20,1007.9656761458562
1957-08-21,1007.4139957483446
1957-08-22,1006.9178281519204
1957-08-23,1006.456176136799
1957-08-24,1005.9207198417016
1957-08-25,1005.3951870696952
1957-08-26,1004.8813598815938
1957-08-27,1004.3421933151938
1957-08-28,1003.880957675861
1957-08-29,1003.4325130694824
1957-08-30,1002.9968432136169
1957-08-31,1002.6544384025906
1957-09-01,1002.2597339958224
1957-09-02,1001.8765491296211
1957-09-03,1001.5072432956798
1957-09-04,1001.151217540516
1957-09-05,1000.7268969793688
1957-09-06,1000.273630416243
1957-09-07,999.8181890364062
1957-09-08,999.3968495573123
1957-09-09,998.977486728112
1957-09-10,998.5351133862948
1957-09-11,998.0982303787721
1957-09-12,997.706086716009
1957-09-13,997.4042835045708
1957-09-14,997.1445705923212
1957-09-15,996.8700741468514
1957-09-16,996.5814725013845
1957-09-17,996.2999566287186
1957-09-18,996.0244457240378
1957-09-19,995.7993413052906
1957-09-20,995.6263017575035
1957-09-21,995.4128866340205
1957-09-22,995.1710339293713
1957-09-23,994.9292153225249
1957-09-24,994.6421748459486
1957-09-25,994.3936833686419
1957-09-26,994.1912106437221
1957-09-27,993.8092262105492
1957-09-28,993.5092622829947
1957-09-29,993.2818440649073
1957-09-30,993.0379916842256
1957-10-01,992.765302495386
1957-10-02,992.5896193191824
1957-10-03,992.3373026186955
1957-10-04,991.9284264771782
1957-10-05,991.5171482618633
1957-10-06,991.0971350161302
1957-10-07,990.6603035108383
1957-10-08,990.1711381571309
1957-10-09,989.6685602620057
1957-10-10,989.1956675539129
1957-10-11,988.5148331973305
1957-10-12,987.8163807261069
1957-10-13,987.1380624535761
1957-10-14,986.4526146297571
1957-10-15,985.7754813423735
1957-10-16,985.1406524942755
1957-10-17,984.5142646055984
1957-10-18,983.8977784522378
1957-10-19,983.2707612252716
1957-10-20,982.6800994276459
1957-10-21,982.119806084528
1957-10-22,981.490078743402
1957-10-23,980.851754084917
1957-10-24,980.3298295758883
1957-10-25,979.847561182066
1957-10-26,979.3515792699079
1957-10-27,978.7872494663048
1957-10-28,978.2145543585763
1957-10-29,977.6453354750957
1957-10-30,977.0771631428491
1957-10-31,976.5321965540234
1957-11-01,976.0799729744456
1957-11-02,975.4787186453586
1957-11-03,974.8283466779459
1957-11-04,974.229235041644
1957-11-05,973.6674184327405
1957-11-06,973.0339021793944
1957-11-07,972.4041869531627
1957-11-08,971.8564552894908
1957-11-09,971.3246830514091
1957-11-10,970.8644094755476
1957-11-11,970.4104897151615
1957-11-12,969.9856472791128
1957-11-13,969.5094064441048
1957-11-14,969.055731684309
1957-11-15,968.6921516413311
1957-11-16,968.4054018672454
1957-11-17,968.0992928372643
1957-11-18,967.7750172203147
1957-11-19,967.4285067392893
1957-11-20,967.1204600843702
1957-11-21,966.86507255756
1957-11-22,966.6498649057446
1957-11-23,966.4825175767338
1957-11-24,966.2642734486108
1957-11-25,966.0460144720066
1957-11-26,965.8437071263227
1957-11-27,965.6084499888495
1957-11-28,965.4367835778914
1957-11-29,965.3035292011284
1957-11-30,965.2138734143425
1957-12-01,965.0405587815725
1957-12-02,964.858178179807
1957-12-03,964.6597064865605
1957-12-04,964.3579437186818
1957-12-05,964.0823547621651
1957-12-06,963.7568514185518
1957-12-07,963.3705804416039
1957-12-08,962.9493679733737
1957-12-09,962.5434715868788
1957-12-10,962.1186480207415
1957-12-11,961.7003606404504
1957-12-12,961.3160336316515
1957-12-13,960.9479035278584
1957-12-14,960.5494822763584
1957-12-15,960.1251146248353
1957-12-16,959.7002574831087
1957-12-17,959.2435535409426
1957-12-18,958.7457812396356
1957-12-19,958.2457403294046
1957-12-20,957.7769286860549
1957-12-21,957.3268143253415
1957-12-22,956.8641776085011
1957-12-23,956.4055196248097
1957-12-24,955.9519542995278
1957-12-25,955.5007852343708
1957-12-26,955.0496621620186
1957-12-27,954.6197894868221
1957-12-28,954.1706724138269
1957-12-29,953.6880519921694
1957-12-30,953.2110998669971
1957-12-31,952.7408945465057
1958-01-01,952.282231134669
1958-01-02,951.823631646063
1958-01-03,951.4388388480323
1958-01-04,951.0222048883377
1958-01-05,950.5898751229093
1958-01-06,950.1548483060767
1958-01-07,949.7193189166644
1958-01-08,949.3300681169572
1958-01-09,948.9597068115202
1958-01-10,948.5506152652267
1958-01-11,948.0873326656495
1958-01-12,947.6466316484493
1958-01-13,947.2265263864674
1958-01-14,946.8090994418201
1958-01-15,946.4387869268212
1958-01-16,946.1648058981538
1958-01-17,945.8599271130989
1958-01-18,945.5768215900698
1958-01-19,945.3432334031555
1958-01-20,945.0847866049363
1958-01-21,944.8134020512523
1958-01-22,944.5664572791367
1958-01-23,944.2988850044972
1958-01-24,943.995967155167
1958-01-25,943.7252110984133
1958-01-26,943.4822483831911
1958-01-27,943.2249831469416
1958-01-28,942.9546644935298
1958-01-29,942.7242531257331
1958-01-30,942.483514101127
1958-01-31,942.2166249911849
1958-02-01,941.9901503976923
1958-02-02,941.7866146884879
1958-02-03,941.593544849835
1958-02-04,941.4512020414855
1958-02-05,941.3436839646868
1958-02-06,941.2930358543019
1958-02-07,941.2467103806348
1958-02-08,941.1898686228543
1958-02-09,941.1428998347212
1958-02-10,941.0684286770497
1958-02-11,940.9782050141911
1958-02-12,940.9514878383752
1958-02-13,940.9346662406514
1958-02-14,940.8412859124104
1958-02-15,940.7676396339691
1958-02-16,940.6690099357546
1958-02-17,940.5582787240099
1958-02-18,940.4731304767981
1958-02-19,940.3971691484289
1958-02-20,940.316617984965
1958-02-21,940.2022348908534
1958-02-22,940.1091678646749
1958-02-23,940.0160890838298
1958-02-24,939.9444350980813
1958-02-25,939.8796187227339
1958-02-26,939.8238046454973
1958-02-27,939.7782076789638
1958-02-28,939.7203180051275
1958-03-01,939.6229204568322
1958-03-02,939.5520027975624
1958-03-03,939.4959551302891
1958-03-04,939.4569133536826
1958-03-05,939.3943484732523
1958-03-06,939.3343852432071
1958-03-07,939.2918973087309
1958-03-08,939.2655193084618
1958-03-09,939.2611443724413
1958-03-10,939.2887618785859
1958-03-11,939.3246111862298
1958-03-12,939.4111364509569
1958-03-13,939.518972227968
1958-03-14,939.5928662857599
1958-03-15,939.6816850144131
1958-03-16,939.7982377849665
1958-03-17,939.9231359587865
1958-03-18,940.0310353671421
1958-03-19,940.1529919091156
1958-03-20,940.2899867695595
1958-03-21,940.4368802008673
1958-03-22,940.5655205470657
1958-03-23,940.7270887412039
1958-03-24,940.8948435143286
1958-03-25,941.0721221025657
1958-03-26,941.2618463156454
1958-03-27,941.4283330296485
1958-03-28,941.5460820645727
1958-03-29,941.6697935324614
1958-03-30,941.7999222212844
1958-03-31,941.9301180440041
1958-04-01,942.0544767390711
1958-04-02,942.1654186670195
1958-04-03,942.2370430318731
1958-04-04,942.2783760021176
1958-04-05,942.3462452274848
1958-04-06,942.3955941573871
1958-04-07,942.460570882531
1958-04-08,942.5167090554207
1958-04-09,942.6021177882138
1958-04-10,942.6293825804559
1958-04-11,942.5998341596741
1958-04-12,942.5984466387251
1958-04-13,942.5693718315964
1958-04-14,942.5363796308415
1958-04-15,942.5187756165747
1958-04-16,942.5369951305049
1958-04-17,942.5281703743292
1958-04-18,942.5196491101235
1958-04-19,942.4897821778424
1958-04-20,942.4504099507297
1958-04-21,942.421642912573
1958-04-22,942.4059121455365
1958-04-23,942.3744050704072
1958-04-24,942.3171586599881
1958-04-25,942.250204628762
1958-04-26,942.20522034586
1958-04-27,942.1894985133138
1958-04-28,942.2017243599213
1958-04-29,942.205645855216
1958-04-30,942.1699990029107
1958-05-01,942.1811188147025
1958-05-02,942.1535882253065
1958-05-03,942.0928509340665
1958-05-04,942.047376321815
1958-05-05,942.0114013817299
1958-05-06,941.9813567718015
1958-05-07,941.9724484522302
1958-05-08,941.9587079464419
1958-05-09,941.9165661523105
1958-05-10,941.8647629143859
1958-05-11,941.742755356416
1958-05-12,941.618501231918
1958-05-13,941.4793821080422
1958-05-14,941.299070224911
1958-05-15,941.0987218939696
1958-05-16,940.8655891868505
1958-05-17,940.5938593608586
1958-05-18,940.3384629463354
1958-05-19,940.0707936626776
1958-05-20,939.7960184076602
1958-05-21,939.529423088463
1958-05-22,939.2300576812141
1958-05-23,938.9255704955134
1958-05-24,938.6119654220851
1958-05-25,938.268129717159
1958-05-26,937.9255144174648
1958-05-27,937.5818171131865
1958-05-28,937.284112137328
1958-05-29,936.9714732038991
1958-05-30,936.6810438960471
1958-05-31,936.3906835217105
1958-06-01,936.0686326568755
1958-06-02,935.7677613781977
1958-06-03,935.4800058130395
1958-06-04,935.2080965858544
1958-06-05,934.9639156273887
1958-06-06,934.7244426944225
1958-06-07,934.4397503742904
1958-06-08,934.169329177662
1958-06-09,933.851904807634
1958-06-10,933.5304259797191
1958-06-11,933.2323507083896
1958-06-12,932.9046089158721
1958-06-13,932.6156779402432
1958-06-14,932.3358114388591
1958-06-15,932.0487842731201
1958-06-16,931.7651309418395
1958-06-17,931.491013151731
1958-06-18,931.1924486738399
1958-06-19,930.9294764571197
1958-06-20,930.6626754613696
1958-06-21,930.4537373553194
1958-06-22,930.2944427243576
1958-06-23,930.1274473182433
1958-06-24,929.9509916219885
1958-06-25,929.8067508740196
1958-06-26,929.6168571489458
1958-06-27,929.4633169826801
1958-06-28,929.3131737391769
1958-06-29,929.153773122554
1958-06-30,928.985579302001
1958-07-01,928.8375170754921
1958-07-02,928.6849802497863
1958-07-03,928.4789776167233
1958-07-04,928.239396903681
1958-07-05,927.9998485141666
1958-07-06,927.7604472383691
1958-07-07,927.5342424416347
1958-07-08,927.3169300166969
1958-07-09,927.0626754197057
1958-07-10,926.8316059064806
1958-07-11,926.5888909266241
1958-07-12,926.3938114481819
1958-07-13,926.1676399094413
1958-07-14,925.9491503064601
1958-07-15,925.6963600042358
1958-07-16,925.4361109960901
1958-07-17,925.2356129960414
1958-07-18,925.0963227286146
1958-07-19,924.9751824195695
1958-07-20,924.8494314484165
1958-07-21,924.7253108095393
1958-07-22,924.6343128774174
1958-07-23,924.5605668105311
1958-07-24,924.474878117047
1958-07-25,924.3982817603022
1958-07-26,924.3466332423159
1958-07-27,924.3153893363432
1958-07-28,924.2622601531705
1958-07-29,924.2197806880741
1958-07-30,924.2264157197558
1958-07-31,924.2363702123855
1958-08-01,924.2747242013161
1958-08-02,924.3461600855404
1958-08-03,924.4476603727107
1958-08-04,924.5437102486055
1958-08-05,924.6664344974956
1958-08-06,924.825818955968
1958-08-07,924.9926094526729
1958-08-08,925.1531917566184
1958-08-09,925.3562057187281
1958-08-10,925.5548022009546
1958-08-11,925.7408341537987
1958-08-12,925.9346207154944
1958-08-13,926.1691563527612
1958-08-14,926.3839224825508
1958-08-15,926.6873980212491
1958-08-16,926.9693282687376
1958-08-17,927.2361669506773
1958-08-18,927.4997997133677
1958-08-19,927.7469067288074
1958-08-20,928.1041560916531
1958-08-21,928.3878204309842
1958-08-22,928.6472323395249
1958-08-23,928.9245340284969
1958-08-24,929.3084232963658
1958-08-25,929.6897096747358
1958-08-26,930.0717462777753
1958-08-27,930.5346007288118
1958-08-28,930.8995561527689
1958-08-29,931.2413474850022
1958-08-30,931.5976546747697
1958-08-31,931.8434624330064
1958-09-01,932.1209280023032
1958-09-02,932.398469183755
1958-09-03,932.6909630377228
1958-09-04,932.9689400774655
1958-09-05,933.3082135680069
1958-09-06,933.6735665907772
1958-09-07,934.0596323446218
1958-09-08,934.4297152373143
1958-09-09,934.8094675289399
1958-09-10,935.2551463942025
1958-09-11,935.725430318807
1958-09-12,936.1605359942298
1958-09-13,936.5061669588836
1958-09-14,936.8508479669542
1958-09-15,937.2079141439771
1958-09-16,937.5907284878805
1958-09-17,938.022348508121
1958-09-18,938.4448522480773
1958-09-19,938.8243759762959
1958-09-20,939.2258236990946
1958-09-21,939.7078676631204
1958-09-22,940.2108218877984
1958-09-23,940.702009117808
1958-09-24,941.330785423167
1958-09-25,941.9292296830847
1958-09-26,942.5391181334177
1958-09-27,943.1457971210203
1958-09-28,943.7426267305896
1958-09-29,944.3255624347727
1958-09-30,944.9212477446833
1958-10-01,945.5436161110151
1958-10-02,946.0850709861759
1958-10-03,946.6448562636626
1958-10-04,947.2551716216886
1958-10-05,947.907074703184
1958-10-06,948.5683336774481
1958-10-07,949.2484387243063
1958-10-08,950.0127532233324
1958-10-09,950.8132510998863
1958-10-10,951.5957915218202
1958-10-11,952.5561377088519
1958-10-12,953.5177882672851
1958-10-13,954.4909913907875
1958-10-14,955.4787001097842
1958-10-15,956.4102994957798
1958-10-16,957.243151250289
1958-10-17,958.1243101785523
1958-10-18,959.0965474778116
1958-10-19,960.1117464804304
1958-10-20,961.1219013990107
1958-10-21,962.1213487902766
1958-10-22,963.2608665572153
1958-10-23,964.4088382361084
1958-10-24,965.3383055312892
1958-10-25,966.250051943844
1958-10-26,967.1719316762667
1958-10-27,968.1188993541462
1958-10-28,969.043004367655
1958-10-29,969.9993969364372
1958-10-30,970.966965466941
1958-10-31,971.8989990911801
1958-11-01,972.7841018156005
1958-11-02,973.7988471251194
1958-11-03,974.8414261378053
1958-11-04,975.8987288529945
1958-11-05,976.9652341352971
1958-11-06,978.0976954556288
1958-11-07,979.249375992739
1958-11-08,980.3327035843636
1958-11-09,981.4518868764334
1958-11-10,982.5487426031916
1958-11-11,983.6652027123253
1958-11-12,984.8085549333395
1958-11-13,986.0358371462258
1958-11-14,987.2436473072347
1958-11-15,988.46590181388
1958-11-16,989.5593492854575
1958-11-17,990.6547108189974
1958-11-18,991.7599009389656
1958-11-19,992.8990982711802
1958-11-20,994.0440289505426
1958-11-21,995.1527728024943
1958-11-22,996.14982175664
1958-11-23,997.0999853964853
1958-11-24,998.0791387530106
1958-11-25,998.9753961132019
1958-11-26,999.8154902904047
1958-11-27,1000.8259670392858
1958-11-28,1001.6979966442176
1958-11-29,1002.5764337963764
1958-11-30,1003.3947641400764
1958-12-01,1004.2562114962818
1958-12-02,1005.1308159918051
1958-12-03,1006.0357939596929
1958-12-04,1006.9995125840547
1958-12-05,1007.935553905324
1958-12-06,1008.9029139250704
1958-12-07,1009.9225175388787
1958-12-08,1010.9570081424758
1958-12-09,1011.9958891487703
1958-12-10,1013.1018219692522
1958-12-11,1014.2771712013148
1958-12-12,1015.432976656017
1958-12-13,1016.5549642558404
1958-12-14,1017.6785360132608
1958-12-15,1018.8053971140693
1958-12-16,1019.9422485810229
1958-12-17,1021.1677141344421
1958-12-18,1022.5023909365116
1958-12-19,1023.8573051267016
1958-12-20,1025.1493912372275
1958-12-21,1026.4596512722806
1958-12-22,1027.7899060016591
1958-12-23,1029.0991703855152
1958-12-24,1030.3917200094652
1958-12-25,1031.7227937062291
1958-12-26,1033.05498912766
1958-12-27,1034.339504676198
1958-12-28,1035.6400376512652
1958-12-29,1036.9550342642713
1958-12-30,1038.3099459342893
1958-12-31,1039.702846590114
1959-01-01,1041.0696700107728
1959-01-02,1042.4376199497717
1959-01-03,1043.74773204707
1959-01-04,1045.016424552932
1959-01-05,1046.2898918760022
1959-01-06,1047.5778616187458
1959-01-07,1048.8864854842943
1959-01-08,1050.0966595426494
1959-01-09,1051.329400552997
1959-01-10,1052.6104477298009
1959-01-11,1053.9478276798468
1959-01-12,1055.280304835959
1959-01-13,1056.614360190102
1959-01-14,1057.9148713405548
1959-01-15,1059.1816195326553
1959-01-16,1060.376628665757
1959-01-17,1061.5653618884044
1959-01-18,1062.7489335627251
1959-01-19,1063.8948303499205
1959-01-20,1065.0331643574677
1959-01-21,1066.14242422926
1959-01-22,1067.2625169844655
1959-01-23,1068.4001594339848
1959-01-24,1069.5421545791064
1959-01-25,1070.6502734446572
1959-01-26,1071.744867379344
1959-01-27,1072.8255932516174
1959-01-28,1073.922824985861
1959-01-29,1074.954748431113
1959-01-30,1075.9719763929274
1959-01-31,1077.04246669212
1959-02-01,1078.098062288385
1959-02-02,1079.1473416008123
1959-02-03,1080.1839367084513
1959-02-04,1081.1812320087815
1959-02-05,1082.1046696377398
1959-02-06,1083.0046487831564
1959-02-07,1083.8843811177821
1959-02-08,1084.7988166564571
1959-02-09,1085.693188065526
1959-02-10,1086.5385453598992
1959-02-11,1087.4626508755168
1959-02-12,1088.3861219893772
1959-02-13,1089.2991724706665
1959-02-14,1090.281394288391
1959-02-15,1091.2096620452228
1959-02-16,1092.1735077649312
1959-02-17,1093.1426007515474
1959-02-18,1094.1275826607252
1959-02-19,1095.1147005306625
1959-02-20,1096.139183172931
1959-02-21,1097.2361049188917
1959-02-22,1098.3270500263493
1959-02-23,1099.418348984372
1959-02-24,1100.5100019651454
1959-02-25,1101.6296738156504
1959-02-26,1102.7331305093999
1959-02-27,1103.8073255345098
1959-02-28,1104.9150075943487
1959-03-01,1105.9916696168286
1959-03-02,1107.1018417964713
1959-03-03,1108.2324033261148
1959-03-04,1109.3576450274431
1959-03-05,1110.482694416415
1959-03-06,1111.6084038444715
1959-03-07,1112.6584153496244
1959-03-08,1113.6911299290587
1959-03-09,1114.714364395998
1959-03-10,1115.7341033017312
1959-03-11,1116.7455713434388
1959-03-12,1117.6997736170001
1959-03-13,1118.6809145639008
1959-03-14,1119.6802788146874
1959-03-15,1120.6991894126966
1959-03-16,1121.716918310684
1959-03-17,1122.6966995150947
1959-03-18,1123.7440153587283
1959-03-19,1124.789326677736
1959-03-20,1125.8185418906924
1959-03-21,1126.8527079568241
1959-03-22,1127.8465400772561
1959-03-23,1128.8370485484554
1959-03-24,1129.7951986334053
1959-03-25,1130.7378317073874
1959-03-26,1131.681562251436
1959-03-27,1132.6387762298866
1959-03-28,1133.6263411339978
1959-03-29,1134.6165292186863
1959-03-30,1135.6019820443028
1959-03-31,1136.5682440151481
1959-04-01,1137.547507546054
1959-04-02,1138.5676183073563
1959-04-03,1139.6717183907795
1959-04-04,1140.8284929019196
1959-04-05,1141.9785490874174
1959-04-06,1143.1326177915225
1959-04-07,1144.2971611132687
1959-04-08,1145.474809430485
1959-04-09,1146.588360677037
1959-04-10,1147.725910166405
1959-04-11,1148.8740075160354
1959-04-12,1150.0142877329606
1959-04-13,1151.1622574900516
1959-04-14,1152.3238974249427
1959-04-15,1153.4684294898987
1959-04-16,1154.564349907829
1959-04-17,1155.7399669467623
1959-04-18,1156.9308462078213
1959-04-19,1158.083754765082
1959-04-20,1159.2370548899837
1959-04-21,1160.4064732769111
1959-04-22,1161.5425946222092
1959-04-23,1162.6779716050887
1959-04-24,1163.8180018163819
1959-04-25,1164.9399004793481
1959-04-26,1166.0204168358628
1959-04-27,1167.0968233469612
1959-04-28,1168.1848552268402
1959-04-29,1169.2784519369995
1959-04-30,1170.404909459478
1959-05-01,1171.4659949749125
1959-05-02,1172.5381666402013
1959-05-03,1173.617492207185
1959-05-04,1174.6934828828837
1959-05-05,1175.7698330840985
1959-05-06,1176.839122459776
1959-05-07,1177.864510909014
1959-05-08,1178.844733510902
1959-05-09,1179.8581300800188
1959-05-10,1180.8741724862605
1959-05-11,1181.9076705621037
1959-05-12,1182.9566532302597
1959-05-13,1184.0461249942402
1959-05-14,1185.1958247126854
1959-05-15,1186.4245587091166
1959-05-16,1187.6221823448525
1959-05-17,1188.83183884975
1959-05-18,1190.0518312835477
1959-05-19,1191.2717761555639
1959-05-20,1192.519688026342
1959-05-21,1193.7114005764856
1959-05-22,1194.9196927374303
1959-05-23,1196.0942482310425
1959-05-24,1197.257546840275
1959-05-25,1198.4258796275785
1959-05-26,1199.5852103955692
1959-05-27,1200.7421197269607
1959-05-28,1201.8814904231324
1959-05-29,1203.0187302405748
1959-05-30,1204.1732794804786
1959-05-31,1205.3282706186596
1959-06-01,1206.5081740389253
1959-06-02,1207.6854073620916
1959-06-03,1208.8069631911371
1959-06-04,1209.9046043827952
1959-06-05,1210.9508006221279
1959-06-06,1211.9819673503985
1959-06-07,1213.0262520019594
1959-06-08,1214.0747815987636
1959-06-09,1215.0761035297462
1959-06-10,1216.0622610387252
1959-06-11,1217.094860530597
1959-06-12,1218.1720251853235
1959-06-13,1219.2221610224135
1959-06-14,1220.2416240777702
1959-06-15,1221.2622675972732
1959-06-16,1222.2661541463863
1959-06-17,1223.220484676166
1959-06-18,1224.2498317979998
1959-06-19,1225.2048664202248
1959-06-20,1226.2437393960176
1959-06-21,1227.2263667743014
1959-06-22,1228.187432585932
1959-06-23,1229.148779765977
1959-06-24,1230.132485109509
1959-06-25,1231.1301084900583
1959-06-26,1232.1617888927726
1959-06-27,1233.1751435744006
1959-06-28,1234.193614134762
1959-06-29,1235.2210464758505
1959-06-30,1236.2736503017454
1959-07-01,1237.2844850932536
1959-07-02,1238.326488680193
1959-07-03,1239.419957293559
1959-07-04,1240.5366481548895
1959-07-05,1241.6537648286119
1959-07-06,1242.7895377982434
1959-07-07,1243.9493802021934
1959-07-08,1245.111181579033
1959-07-09,1246.3229545786692
1959-07-10,1247.5386249492535
1959-07-11,1248.7529058427149
1959-07-12,1249.90947853891
1959-07-13,1251.0840953991176
1959-07-14,1252.227272872471
1959-07-15,1253.4634066540088
1959-07-16,1254.7110534696021
1959-07-17,1255.9075657760136
1959-07-18,1257.0231482043978
1959-07-19,1258.1033656813454
1959-07-20,1259.1879920882066
1959-07-21,1260.2550937167096
1959-07-22,1261.2735405348328
1959-07-23,1262.2846113083704
1959-07-24,1263.3085153503657
1959-07-25,1264.2992307849881
1959-07-26,1265.2437853244794
1959-07-27,1266.1755666538609
1959-07-28,1267.131217454337
1959-07-29,1268.0801167066488
1959-07-30,1269.0329224695886
1959-07-31,1269.9592594324245
1959-08-01,1270.8709762750989
1959-08-02,1271.7293486399603
1959-08-03,1272.5787876419881
1959-08-04,1273.4410579533858
1959-08-05,1274.2313907825182
1959-08-06,1274.995228268124
1959-08-07,1275.7492360811782
1959-08-08,1276.4637054086925
1959-08-09,1277.12664244281
1959-08-10,1277.791118291509
1959-08-11,1278.3754606946466
1959-08-12,1278.9900492861889
1959-08-13,1279.6129159469872
1959-08-14,1280.2151340202752
1959-08-15,1280.7648711251293
1959-08-16,1281.375953389966
1959-08-17,1281.9934615219718
1959-08-18,1282.6031597347521
1959-08-19,1283.2184408098246
1959-08-20,1283.7239828208894
1959-08-21,1284.313305366112
1959-08-22,1284.8697745299485
1959-08-23,1285.3843556901418
1959-08-24,1285.8453355835559
1959-08-25,1286.2927038780224
1959-08-26,1286.7460948857301
1959-08-27,1287.1300474786242
1959-08-28,1287.6079572526965
1959-08-29,1288.1150828113987
1959-08-30,1288.594053362804
1959-08-31,1289.135361143915
1959-09-01,1289.683514774991
1959-09-02,1290.184907240073
1959-09-03,1290.652790024334
1959-09-04,1291.070216533725
1959-09-05,1291.4849229517197
1959-09-06,1291.8995197126947
1959-09-07,1292.3024155322373
1959-09-08,1292.7051423749078
1959-09-09,1293.03079024057
1959-09-10,1293.249000254197
1959-09-11,1293.436121299821
1959-09-12,1293.6338092021103
1959-09-13,1293.8935719732995
1959-09-14,1294.1515648120157
1959-09-15,1294.3827116504458
1959-09-16,1294.5312659026606
1959-09-17,1294.6072630220767
1959-09-18,1294.671362546964
1959-09-19,1294.7556609715346
1959-09-20,1294.7693985002052
1959-09-21,1294.7247415085235
1959-09-22,1294.6280564107092
1959-09-23,1294.5523158179335
1959-09-24,1294.3852457196435
1959-09-25,1294.2709902099482
1959-09-26,1294.141546028446
1959-09-27,1294.0081562110174
1959-09-28,1293.8732474638093
1959-09-29,1293.7650449314524
1959-09-30,1293.6492420834588
1959-10-01,1293.4555160884993
1959-10-02,1293.3051592566442
1959-10-03,1293.1716174619785
1959-10-04,1293.012499534259
1959-10-05,1292.8249646364193
1959-10-06,1292.6338236546658
1959-10-07,1292.3948987390622
1959-10-08,1292.0584440835228
1959-10-09,1291.6792118872
1959-10-10,1291.3170697313687
1959-10-11,1290.8226850678086
1959-10-12,1290.3273263153658
1959-10-13,1289.8527232162771
1959-10-14,1289.3356363451426
1959-10-15,1288.8669692332112
1959-10-16,1288.5412551188706
1959-10-17,1288.1656556261755
1959-10-18,1287.6611517243798
1959-10-19,1287.1315510297325
1959-10-20,1286.5826733831268
1959-10-21,1286.0398311949357
1959-10-22,1285.3961243195577
1959-10-23,1284.7339539545412
1959-10-24,1284.2621010267576
1959-10-25,1283.8120252529438
1959-10-26,1283.3529231127627
1959-10-27,1282.918059747854
1959-10-28,1282.568988835622
1959-10-29,1282.182320527861
1959-10-30,1281.7323111544372
1959-10-31,1281.3046404657355
1959-11-01,1280.8722010728766
1959-11-02,1280.3910844550937
1959-11-03,1279.9038006906967
1959-11-04,1279.384708749137
1959-11-05,1278.8515090682713
1959-11-06,1278.256540908894
1959-11-07,1277.6253574668237
1959-11-08,1277.0407492230581
1959-11-09,1276.4191724800055
1959-11-10,1275.7923552859138
1959-11-11,1275.12178532637
1959-11-12,1274.3946619815158
1959-11-13,1273.5937722971544
1959-11-14,1272.8013589855793
1959-11-15,1271.9653709852435
1959-11-16,1271.2033198076006
1959-11-17,1270.40383076692
1959-11-18,1269.5945333310463
1959-11-19,1268.8134985225893
1959-11-20,1268.003107147663
1959-11-21,1267.203008796231
1959-11-22,1266.5181060537127
1959-11-23,1265.864351298672
1959-11-24,1265.2182476886703
1959-11-25,1264.7786005632267
1959-11-26,1264.411619070009
1959-11-27,1263.839962801296
1959-11-28,1263.3740701026013
1959-11-29,1262.8290065497406
1959-11-30,1262.3207226731909
1959-12-01,1261.848309586939
1959-12-02,1261.3731835814876
1959-12-03,1260.8966334568977
1959-12-04,1260.419777662139
1959-12-05,1259.9610614154465
1959-12-06,1259.5137350371401
1959-12-07,1259.0510150594816
1959-12-08,1258.5955644060139
1959-12-09,1258.1554896916396
1959-12-10,1257.6232286977663
1959-12-11,1256.980377475423
1959-12-12,1256.3412590411922
1959-12-13,1255.7238031719585
1959-12-14,1255.1208770586513
1959-12-15,1254.5284726704913
1959-12-16,1253.9082440978457
1959-12-17,1253.2202362556743
1959-12-18,1252.426905055265
1959-12-19,1251.617703262723
1959-12-20,1250.8521525118074
1959-12-21,1250.0639864898806
1959-12-22,1249.2831694337117
1959-12-23,1248.5460656315108
1959-12-24,1247.8383588706022
1959-12-25,1247.0447798908558
1959-12-26,1246.2525797566066
1959-12-27,1245.4913938915104
1959-12-28,1244.7211334182189
1959-12-29,1243.9509962244024
1959-12-30,1243.1172980347176
1959-12-31,1242.2729552544615
1960-01-01,1241.4302299408862
1960-01-02,1240.5890227260081
1960-01-03,1239.7437936537312
1960-01-04,1238.939595333038
1960-01-05,1238.1379607096421
1960-01-06,1237.336983380178
1960-01-07,1236.517464000514
1960-01-08,1235.7888948677887
1960-01-09,1234.98256183651
1960-01-10,1234.11160328861
1960-01-11,1233.214663817659
1960-01-12,1232.2765194425165
1960-01-13,1231.3176604361918
1960-01-14,1230.3903426273166
1960-01-15,1229.4767550375248
1960-01-16,1228.5592190374527
1960-01-17,1227.6508952258127
1960-01-18,1226.7469987797285
1960-01-19,1225.8160818740728
1960-01-20,1224.8674905999596
1960-01-21,1223.9215003734166
1960-01-22,1222.9403050960423
1960-01-23,1221.9726068790785
1960-01-24,1221.0140425724624
1960-01-25,1220.0818790054086
