Date,PITLCHNG Index_ratio_annual
1969-03-19,1278.1216037071097
1969-03-20,1270.3981164383558
1969-03-21,1262.7413835971631
1969-03-22,1255.1505434654466
1969-03-23,1247.624749093214
1969-03-24,1240.163167983543
1969-03-25,1232.7649817855936
1969-03-26,1225.4293859954103
1969-03-27,1218.1555896642851
1969-03-28,1210.9428151144618
1969-03-29,1203.7902976619628
1969-03-30,1196.6972853463405
1969-03-31,1189.6630386671357
1969-04-01,1185.9604614156192
1969-04-02,1182.2731588227316
1969-04-03,1178.6010365616382
1969-04-04,1174.9440010805822
1969-04-05,1171.3019595949386
1969-04-06,1167.6748200793668
1969-04-07,1164.0624912600613
1969-04-08,1160.4648826070938
1969-04-09,1156.8819043268509
1969-04-10,1153.3134673545633
1969-04-11,1149.7594833469266
1969-04-12,1146.2198646748097
1969-04-13,1142.6945244160536
1969-04-14,1139.1833763483555
1969-04-15,1135.6863349422388
1969-04-16,1132.20331535411
1969-04-17,1128.7342334193952
1969-04-18,1125.2790056457611
1969-04-19,1121.8375492064185
1969-04-20,1118.4097819335013
1969-04-21,1114.9956223115285
1969-04-22,1111.5949894709422
1969-04-23,1108.2078031817223
1969-04-24,1104.833983847077
1969-04-25,1101.4734524972077
1969-04-26,1098.1261307831483
1969-04-27,1094.7919409706735
1969-04-28,1091.4708059342854
1969-04-29,1088.1626491512632
1969-04-30,1084.8673946957883
1969-05-01,1081.9136522753795
1969-05-02,1078.9759503491075
1969-05-03,1076.05415860735
1969-05-04,1073.1481481481483
1969-05-05,1070.257791458253
1969-05-06,1067.3829623944746
1969-05-07,1064.5235361653276
1969-05-08,1061.6793893129768
1969-05-09,1058.8503996954703
1969-05-10,1056.0364464692482
1969-05-11,1053.2374100719421
1969-05-12,1050.4531722054378
1969-05-13,1047.683615819209
1969-05-14,1044.9286250939142
1969-05-15,1042.188085425253
1969-05-16,1039.4618834080718
1969-05-17,1036.749906820723
1969-05-18,1034.0520446096655
1969-05-19,1031.368186874305
1969-05-20,1028.698224852071
1969-05-21,1026.0420509037256
1969-05-22,1023.3995584988962
1969-05-23,1020.7706422018347
1969-05-24,1018.155197657394
1969-05-25,1015.5531215772179
1969-05-26,1012.9643117261471
1969-05-27,1010.3886669088268
1969-05-28,1007.8260869565216
1969-05-29,1005.2764727141308
1969-05-30,1002.7397260273972
1969-05-31,1000.2157497303126
1969-06-01,998.0607538671832
1969-06-02,995.9134792360962
1969-06-03,993.7738844141335
1969-06-04,991.6419282741485
1969-06-05,989.517569982132
1969-06-06,987.4007689946053
1969-06-07,985.2914850560398
1969-06-08,983.1896781963062
1969-06-09,981.0953087281506
1969-06-10,979.0083372446928
1969-06-11,976.9287246169598
1969-06-12,974.8564319914362
1969-06-13,972.7914207876471
1969-06-14,970.7336526957613
1969-06-15,968.6830896742258
1969-06-16,966.6396939474173
1969-06-17,964.6034280033266
1969-06-18,962.5742545912597
1969-06-19,960.5521367195684
1969-06-20,958.537037653402
1969-06-21,956.5289209124824
1969-06-22,954.5277502689022
1969-06-23,952.533489744948
1969-06-24,950.5461036109418
1969-06-25,948.5655563831089
1969-06-26,946.5918128214661
1969-06-27,944.6248379277298
1969-06-28,942.66459694325
1969-06-29,940.71105534696
1969-06-30,938.7641788533531
1969-07-01,938.4440000747535
1969-07-02,938.124039624677
1969-07-03,937.8042972798831
1969-07-04,937.4847728174371
1969-07-05,937.1654660147062
1969-07-06,936.8463766493625
1969-07-07,936.5275044993799
1969-07-08,936.2088493430343
1969-07-09,935.890410958904
1969-07-10,935.5721891258679
1969-07-11,935.2541836231063
1969-07-12,934.9363942300979
1969-07-13,934.618820726623
1969-07-14,934.3014628927599
1969-07-15,933.9843205088857
1969-07-16,933.6673933556762
1969-07-17,933.3506812141039
1969-07-18,933.0341838654384
1969-07-19,932.7179010912466
1969-07-20,932.4018326733913
1969-07-21,932.0859783940305
1969-07-22,931.7703380356173
1969-07-23,931.4549113808998
1969-07-24,931.1396982129197
1969-07-25,930.8246983150126
1969-07-26,930.5099114708074
1969-07-27,930.1953374642252
1969-07-28,929.8809760794788
1969-07-29,929.5668271010735
1969-07-30,929.2528903138053
1969-07-31,928.939165502761
1969-08-01,929.2777001840667
1969-08-02,929.6162348653725
1969-08-03,929.9547695466778
1969-08-04,930.2933042279834
1969-08-05,930.6318389092894
1969-08-06,930.9703735905949
1969-08-07,931.3089082719007
1969-08-08,931.6474429532062
1969-08-09,931.9859776345119
1969-08-10,932.3245123158175
1969-08-11,932.6630469971232
1969-08-12,933.0015816784288
1969-08-13,933.3401163597348
1969-08-14,933.67865104104
1969-08-15,934.017185722346
1969-08-16,934.3557204036516
1969-08-17,934.6942550849574
1969-08-18,935.0327897662629
1969-08-19,935.3713244475684
1969-08-20,935.7098591288743
1969-08-21,936.0483938101801
1969-08-22,936.3869284914856
1969-08-23,936.7254631727914
1969-08-24,937.0639978540971
1969-08-25,937.4025325354025
1969-08-26,937.7410672167084
1969-08-27,938.0796018980141
1969-08-28,938.4181365793196
1969-08-29,938.7566712606255
1969-08-30,939.0952059419309
1969-08-31,939.4337406232366
1969-09-01,939.4551061262417
1969-09-02,939.4764572125786
1969-09-03,939.497793896833
1969-09-04,939.5191161935727
1969-09-05,939.5404241173454
1969-09-06,939.5617176826794
1969-09-07,939.5829969040818
1969-09-08,939.6042617960424
1969-09-09,939.6255123730306
1969-09-10,939.6467486494959
1969-09-11,939.6679706398684
1969-09-12,939.6891783585597
1969-09-13,939.7103718199609
1969-09-14,939.7315510384443
1969-09-15,939.7527160283637
1969-09-16,939.7738668040516
1969-09-17,939.7950033798232
1969-09-18,939.8161257699734
1969-09-19,939.8372339887782
1969-09-20,939.8583280504947
1969-09-21,939.8794079693607
1969-09-22,939.9004737595947
1969-09-23,939.9215254353966
1969-09-24,939.9425630109458
1969-09-25,939.9635865004057
1969-09-26,939.9845959179183
1969-09-27,940.0055912776071
1969-09-28,940.0265725935767
1969-09-29,940.0475398799138
1969-09-30,940.0684931506848
1969-10-01,937.8309816665983
1969-10-02,935.6009235851901
1969-10-03,933.3782817262005
1969-10-04,931.1630191562516
1969-10-05,928.9550991867998
1969-10-06,926.7544853721112
1969-10-07,924.5611415072563
1969-10-08,922.3750316261248
1969-10-09,920.1961199994583
1969-10-10,918.0243711329064
1969-10-11,915.8597497650956
1969-10-12,913.7022208657245
1969-10-13,911.5517496336726
1969-10-14,909.408301495128
1969-10-15,907.2718421017371
1969-10-16,905.142337328767
1969-10-17,903.0197532732913
1969-10-18,900.904056252389
1969-10-19,898.7952128013633
1969-10-20,896.6931896719772
1969-10-21,894.5979538307067
1969-10-22,892.5094724570093
1969-10-23,890.4277129416122
1969-10-24,888.3526428848115
1969-10-25,886.2842300947958
1969-10-26,884.2224425859783
1969-10-27,882.1672485773489
1969-10-28,880.1186164908413
1969-10-29,878.0765149497162
1969-10-30,876.040912776959
1969-10-31,874.0117789936926
1969-11-01,873.1793868232224
1969-11-02,872.3485786530765
1969-11-03,871.519349966144
1969-11-04,870.6916962624725
1969-11-05,869.8656130591874
1969-11-06,869.0410958904108
1969-11-07,868.2181403071814
1969-11-08,867.3967418773733
1969-11-09,866.5768961856177
1969-11-10,865.7585988332233
1969-11-11,864.9418454380977
1969-11-12,864.1266316346688
1969-11-13,863.3129530738074
1969-11-14,862.5008054227502
1969-11-15,861.6901843650222
1969-11-16,860.8810856003604
1969-11-17,860.0735048446375
1969-11-18,859.2674378297879
1969-11-19,858.4628803037299
1969-11-20,857.6598280302934
1969-11-21,856.8582767891437
1969-11-22,856.0582223757083
1969-11-23,855.2596606011042
1969-11-24,854.462587292063
1969-11-25,853.66699829086
1969-11-26,852.8728894552404
1969-11-27,852.080256658349
1969-11-28,851.289095788657
1969-11-29,850.499402749892
1969-11-30,849.7111734609671
1969-12-01,849.0441437932843
1969-12-02,848.3767017424996
1969-12-03,847.7088469260681
1969-12-04,847.040578960972
1969-12-05,846.3718974637189
1969-12-06,845.7028020503429
1969-12-07,845.033292336401
1969-12-08,844.3633679369751
1969-12-09,843.6930284666702
1969-12-10,843.0222735396122
1969-12-11,842.3511027694502
1969-12-12,841.6795157693532
1969-12-13,841.0075121520107
1969-12-14,840.3350915296311
1969-12-15,839.662253513941
1969-12-16,838.9889977161862
1969-12-17,838.3153237471283
1969-12-18,837.6412312170461
1969-12-19,836.9667197357332
1969-12-20,836.2917889124982
1969-12-21,835.6164383561643
1969-12-22,834.9406676750675
1969-12-23,834.264476477057
1969-12-24,833.5878643694922
1969-12-25,832.9108309592452
1969-12-26,832.2333758526983
1969-12-27,831.5554986557421
1969-12-28,830.8771989737768
1969-12-29,830.1984764117107
1969-12-30,829.5193305739588
1969-12-31,828.8397610644427
1970-01-01,829.8751636391642
1970-01-02,830.9131563391505
1970-01-03,831.9537488956178
1970-01-04,832.9969510885903
1970-01-05,834.0427727472074
1970-01-06,835.0912237500324
1970-01-07,836.1423140253629
1970-01-08,837.1960535515448
1970-01-09,838.2524523572881
1970-01-10,839.3115205219846
1970-01-11,840.3732681760289
1970-01-12,841.437705501141
1970-01-13,842.5048427306922
1970-01-14,843.5746901500328
1970-01-15,844.6472580968224
1970-01-16,845.7225569613631
1970-01-17,846.8005971869354
1970-01-18,847.881389270135
1970-01-19,848.9649437612152
1970-01-20,850.0512712644284
1970-01-21,851.1403824383738
1970-01-22,852.2322879963449
1970-01-23,853.3269987066807
1970-01-24,854.4245253931201
1970-01-25,855.5248789351588
1970-01-26,856.6280702684087
1970-01-27,857.7341103849591
1970-01-28,858.8430103337439
1970-01-29,859.9547812209073
1970-01-30,861.069434210176
1970-01-31,862.1869805232328
1970-02-01,863.0724070450098
1970-02-02,863.9589842185374
1970-02-03,864.8467142882589
1970-02-04,865.7355995044607
1970-02-05,866.6256421232878
1970-02-06,867.5168444067647
1970-02-07,868.4092086228145
1970-02-08,869.3027370452778
1970-02-09,870.1974319539326
1970-02-10,871.0932956345125
1970-02-11,871.9903303787269
1970-02-12,872.8885384842814
1970-02-13,873.787922254895
1970-02-14,874.6884840003229
1970-02-15,875.5902260363741
1970-02-16,876.4931506849315
1970-02-17,877.397260273973
1970-02-18,878.302557137589
1970-02-19,879.2090436160063
1970-02-20,880.1167220556054
1970-02-21,881.0255948089401
1970-02-22,881.9356642347615
1970-02-23,882.8469326980345
1970-02-24,883.7594025699605
1970-02-25,884.6730762279974
1970-02-26,885.5879560558797
1970-02-27,886.5040444436398
1970-02-28,887.4213437876306
1970-03-01,888.1884538818846
1970-03-02,889.3320039880356
1970-03-03,890.479360852197
1970-03-04,891.6305435145048
1970-03-05,892.7855711422845
1970-03-06,893.9444630311142
1970-03-07,895.1072386058983
1970-03-08,896.2739174219537
1970-03-09,897.4445191661063
1970-03-10,898.6190636577969
1970-03-11,899.7975708502023
1970-03-12,900.980060831362
1970-03-13,902.1665538253218
1970-03-14,903.3570701932857
1970-03-15,904.5516304347826
1970-03-16,905.7502551888396
1970-03-17,906.9529652351739
1970-03-18,908.1597814953907
1970-03-19,909.3707250341996
1970-03-20,910.5858170606373
1970-03-21,911.8050789293067
1970-03-22,913.0285321416294
1970-03-23,914.2561983471073
1970-03-24,915.4880993446013
1970-03-25,916.7242570836213
1970-03-26,917.9646936656283
1970-03-27,919.2094313453539
1970-03-28,920.4584925321292
1970-03-29,921.711899791232
1970-03-30,922.9696758452424
1970-03-31,924.2318435754188
1970-04-01,924.1523942677385
1970-04-02,924.07277816655
1970-04-03,923.9929947460594
1970-04-04,923.9130434782609
1970-04-05,923.8329238329237
1970-04-06,923.7526352775823
1970-04-07,923.6721772775237
1970-04-08,923.5915492957745
1970-04-09,923.5107507930915
1970-04-10,923.4297812279467
1970-04-11,923.3486400565172
1970-04-12,923.2673267326734
1970-04-13,923.1858407079646
1970-04-14,923.1041814316087
1970-04-15,923.0223483504789
1970-04-16,922.9403409090908
1970-04-17,922.8581585495912
1970-04-18,922.7758007117436
1970-04-19,922.6932668329175
1970-04-20,922.610556348074
1970-04-21,922.5276686897533
1970-04-22,922.4446032880627
1970-04-23,922.3613595706616
1970-04-24,922.2779369627507
1970-04-25,922.1943348870562
1970-04-26,922.110552763819
1970-04-27,922.0265900107794
1970-04-28,921.942446043165
1970-04-29,921.8581202736763
1970-04-30,921.7736121124725
1970-05-01,925.0180245133378
1970-05-02,928.2624369142036
1970-05-03,931.5068493150685
1970-05-04,934.7512617159335
1970-05-05,937.9956741167988
1970-05-06,941.240086517664
1970-05-07,944.4844989185291
1970-05-08,947.7289113193943
1970-05-09,950.9733237202594
1970-05-10,954.2177361211249
1970-05-11,957.4621485219899
1970-05-12,960.7065609228553
1970-05-13,963.9509733237202
1970-05-14,967.1953857245855
1970-05-15,970.4397981254507
1970-05-16,973.6842105263157
1970-05-17,976.928622927181
1970-05-18,980.1730353280461
1970-05-19,983.4174477289113
1970-05-20,986.6618601297765
1970-05-21,989.9062725306419
1970-05-22,993.1506849315069
1970-05-23,996.3950973323721
1970-05-24,999.6395097332372
1970-05-25,1002.8839221341025
1970-05-26,1006.1283345349675
1970-05-27,1009.3727469358327
1970-05-28,1012.617159336698
1970-05-29,1015.861571737563
1970-05-30,1019.1059841384283
1970-05-31,1022.3503965392937
1970-06-01,1018.391633609809
1970-06-02,1014.4300144300142
1970-06-03,1010.4655359076146
1970-06-04,1006.4981949458482
1970-06-05,1002.5279884434811
1970-06-06,998.5549132947976
1970-06-07,994.5789663895914
1970-06-08,990.6001446131597
1970-06-09,986.6184448462927
1970-06-10,982.6338639652677
1970-06-11,978.6463988418387
1970-06-12,974.6560463432294
1970-06-13,970.6628033321258
1970-06-14,966.6666666666665
1970-06-15,962.6676332004348
1970-06-16,958.6656997824509
1970-06-17,954.6608632571632
1970-06-18,950.6531204644411
1970-06-19,946.6424682395644
1970-06-20,942.6289034132171
1970-06-21,938.6124228114783
1970-06-22,934.5930232558138
1970-06-23,930.5707015630677
1970-06-24,926.5454545454543
1970-06-25,922.5172790105493
1970-06-26,918.4861717612807
1970-06-27,914.4521295959225
1970-06-28,910.4151493080842
1970-06-29,906.375227686703
1970-06-30,902.3323615160349
1970-07-01,899.7813411078718
1970-07-02,897.2303206997084
1970-07-03,894.6793002915452
1970-07-04,892.1282798833821
1970-07-05,889.5772594752187
1970-07-06,887.0262390670555
1970-07-07,884.4752186588921
1970-07-08,881.9241982507289
1970-07-09,879.3731778425656
1970-07-10,876.8221574344022
1970-07-11,874.271137026239
1970-07-12,871.7201166180757
1970-07-13,869.1690962099126
1970-07-14,866.6180758017492
1970-07-15,864.067055393586
1970-07-16,861.5160349854227
1970-07-17,858.9650145772595
1970-07-18,856.4139941690961
1970-07-19,853.862973760933
1970-07-20,851.3119533527696
1970-07-21,848.7609329446065
1970-07-22,846.2099125364431
1970-07-23,843.6588921282798
1970-07-24,841.1078717201166
1970-07-25,838.5568513119533
1970-07-26,836.00583090379
1970-07-27,833.4548104956268
1970-07-28,830.9037900874634
1970-07-29,828.3527696793003
1970-07-30,825.8017492711369
1970-07-31,823.2507288629739
1970-08-01,823.3151183970855
1970-08-02,823.3794610342313
1970-08-03,823.4437568256279
1970-08-04,823.5080058224163
1970-08-05,823.5722080756636
1970-08-06,823.6363636363636
1970-08-07,823.7004725554342
1970-08-08,823.7645348837208
1970-08-09,823.8285506719941
1970-08-10,823.8925199709514
1970-08-11,823.9564428312158
1970-08-12,824.0203193033384
1970-08-13,824.0841494377946
1970-08-14,824.1479332849893
1970-08-15,824.2116708952518
1970-08-16,824.2753623188405
1970-08-17,824.3390076059399
1970-08-18,824.4026068066619
1970-08-19,824.466159971046
1970-08-20,824.5296671490594
1970-08-21,824.5931283905965
1970-08-22,824.6565437454808
1970-08-23,824.7199132634622
1970-08-24,824.7832369942196
1970-08-25,824.84651498736
1970-08-26,824.9097472924187
1970-08-27,824.9729339588595
1970-08-28,825.0360750360752
1970-08-29,825.0991705733861
1970-08-30,825.1622206200433
1970-08-31,825.2252252252252
1970-09-01,823.8472622478388
1970-09-02,822.4702916816707
1970-09-03,821.0943124550035
1970-09-04,819.719323497661
1970-09-05,818.3453237410071
1970-09-06,816.972312117943
1970-09-07,815.6002875629044
1970-09-08,814.2292490118576
1970-09-09,812.859195402299
1970-09-10,811.4901256732495
1970-09-11,810.1220387652547
1970-09-12,808.7549336203803
1970-09-13,807.3888091822095
1970-09-14,806.0236643958409
1970-09-15,804.6594982078853
1970-09-16,803.2963095664633
1970-09-17,801.9340974212031
1970-09-18,800.5728607232364
1970-09-19,799.2125984251967
1970-09-20,797.8533094812162
1970-09-21,796.4949928469239
1970-09-22,795.1376474794421
1970-09-23,793.7812723373835
1970-09-24,792.4258663808503
1970-09-25,791.0714285714286
1970-09-26,789.7179578721883
1970-09-27,788.3654532476801
1970-09-28,787.0139136639315
1970-09-29,785.6633380884447
1970-09-30,784.3137254901958
1970-10-01,784.8733499821616
1970-10-02,785.4337736522668
1970-10-03,785.9949982136477
1970-10-04,786.5570253843402
1970-10-05,787.1198568872986
1970-10-06,787.6834944504118
1970-10-07,788.247939806521
1970-10-08,788.8131946934385
1970-10-09,789.379260853965
1970-10-10,789.9461400359065
1970-10-11,790.5138339920949
1970-10-12,791.0823444804028
1970-10-13,791.6516732637639
1970-10-14,792.2218221101907
1970-10-15,792.7927927927925
1970-10-16,793.3645870897943
1970-10-17,793.9372067845541
1970-10-18,794.510653665583
1970-10-19,795.0849295265629
1970-10-20,795.660036166365
1970-10-21,796.2359753890696
1970-10-22,796.8127490039839
1970-10-23,797.3903588256612
1970-10-24,797.9688066739209
1970-10-25,798.5480943738655
1970-10-26,799.1282237559025
1970-10-27,799.7091966557614
1970-10-28,800.2910149145141
1970-10-29,800.8736803785948
1970-10-30,801.4571948998175
1970-10-31,802.0415603353989
1970-11-01,799.854174261757
1970-11-02,797.6667881881149
1970-11-03,795.4794021144731
1970-11-04,793.292016040831
1970-11-05,791.1046299671892
1970-11-06,788.9172438935472
1970-11-07,786.7298578199051
1970-11-08,784.5424717462631
1970-11-09,782.3550856726212
1970-11-10,780.1676995989791
1970-11-11,777.9803135253374
1970-11-12,775.7929274516952
1970-11-13,773.6055413780531
1970-11-14,771.4181553044112
1970-11-15,769.2307692307693
1970-11-16,767.0433831571273
1970-11-17,764.8559970834852
1970-11-18,762.6686110098433
1970-11-19,760.4812249362013
1970-11-20,758.2938388625591
1970-11-21,756.1064527889172
1970-11-22,753.9190667152752
1970-11-23,751.7316806416333
1970-11-24,749.5442945679912
1970-11-25,747.3569084943491
1970-11-26,745.1695224207072
1970-11-27,742.9821363470653
1970-11-28,740.7947502734233
1970-11-29,738.6073641997813
1970-11-30,736.4199781261393
1970-12-01,736.4963503649636
1970-12-02,736.5728900255754
1970-12-03,736.6495976591076
1970-12-04,736.726473819114
1970-12-05,736.8035190615836
1970-12-06,736.8807339449542
1970-12-07,736.9581190301249
1970-12-08,737.0356748804708
1970-12-09,737.1134020618555
1970-12-10,737.1913011426466
1970-12-11,737.2693726937268
1970-12-12,737.3476172885112
1970-12-13,737.4260355029585
1970-12-14,737.5046279155866
1970-12-15,737.5833951074869
1970-12-16,737.6623376623374
1970-12-17,737.741456166419
1970-12-18,737.8207512086277
1970-12-19,737.9002233804913
1970-12-20,737.9798732761834
1970-12-21,738.0597014925372
1970-12-22,738.1397086290622
1970-12-23,738.2198952879578
1970-12-24,738.3002620741294
1970-12-25,738.3808095952023
1970-12-26,738.4615384615381
1970-12-27,738.5424492862506
1970-12-28,738.6235426852197
1970-12-29,738.7048192771081
1970-12-30,738.786279683377
1970-12-31,738.8679245283017
1971-01-01,739.2452830188679
1971-01-02,739.6226415094337
1971-01-03,739.9999999999999
1971-01-04,740.3773584905659
1971-01-05,740.7547169811319
1971-01-06,741.132075471698
1971-01-07,741.5094339622641
1971-01-08,741.88679245283
1971-01-09,742.2641509433962
1971-01-10,742.6415094339619
1971-01-11,743.0188679245283
1971-01-12,743.3962264150941
1971-01-13,743.7735849056602
1971-01-14,744.1509433962264
1971-01-15,744.5283018867923
1971-01-16,744.9056603773582
1971-01-17,745.2830188679245
1971-01-18,745.6603773584903
1971-01-19,746.0377358490565
1971-01-20,746.4150943396226
1971-01-21,746.7924528301886
1971-01-22,747.1698113207547
1971-01-23,747.5471698113206
1971-01-24,747.9245283018867
1971-01-25,748.3018867924527
1971-01-26,748.6792452830188
1971-01-27,749.0566037735847
1971-01-28,749.4339622641508
1971-01-29,749.8113207547168
1971-01-30,750.1886792452829
1971-01-31,750.566037735849
1971-02-01,752.1689928328931
1971-02-02,753.7707390648565
1971-02-03,755.3712777987186
1971-02-04,756.9706103993972
1971-02-05,758.5687382297552
1971-02-06,760.1656626506023
1971-02-07,761.7613850206998
1971-02-08,763.3559066967642
1971-02-09,764.9492290334712
1971-02-10,766.5413533834585
1971-02-11,768.1322810973317
1971-02-12,769.7220135236662
1971-02-13,771.3105520090123
1971-02-14,772.897897897898
1971-02-15,774.484052532833
1971-02-16,776.0690172543134
1971-02-17,777.6527934008246
1971-02-18,779.2353823088455
1971-02-19,780.8167853128512
1971-02-20,782.3970037453183
1971-02-21,783.9760389367276
1971-02-22,785.5538922155688
1971-02-23,787.1305649083426
1971-02-24,788.7060583395662
1971-02-25,790.2803738317757
1971-02-26,791.8535127055304
1971-02-27,793.4254762794175
1971-02-28,794.9962658700522
1971-03-01,794.9196862159134
1971-03-02,794.8430493273543
1971-03-03,794.7663551401869
1971-03-04,794.6896035901274
1971-03-05,794.6127946127946
1971-03-06,794.5359281437127
1971-03-07,794.4590041183077
1971-03-08,794.38202247191
1971-03-09,794.3049831397527
1971-03-10,794.2278860569713
1971-03-11,794.150731158605
1971-03-12,794.0735183795947
1971-03-13,793.996247654784
1971-03-14,793.9189189189188
1971-03-15,793.8415321066467
1971-03-16,793.7640871525167
1971-03-17,793.6865839909809
1971-03-18,793.6090225563909
1971-03-19,793.5314027830011
1971-03-20,793.453724604966
1971-03-21,793.3759879563415
1971-03-22,793.2981927710845
1971-03-23,793.2203389830509
1971-03-24,793.1424265259985
1971-03-25,793.0644553335846
1971-03-26,792.9864253393664
1971-03-27,792.908336476801
1971-03-28,792.8301886792451
1971-03-29,792.7519818799547
1971-03-30,792.6737160120844
1971-03-31,792.595391008689
1971-04-01,793.4947049924357
1971-04-02,794.3960620976901
1971-04-03,795.2994692949202
1971-04-04,796.2049335863377
1971-04-05,797.1124620060789
1971-04-06,798.022061620388
1971-04-07,798.9337395277988
1971-04-08,799.8475028593214
1971-04-09,800.7633587786258
1971-04-10,801.6813144822313
1971-04-11,802.6013771996937
1971-04-12,803.5235541937952
1971-04-13,804.447852760736
1971-04-14,805.3742802303261
1971-04-15,806.3028439661797
1971-04-16,807.23355136591
1971-04-17,808.166409861325
1971-04-18,809.1014269186271
1971-04-19,810.0386100386098
1971-04-20,810.977966756861
1971-04-21,811.9195046439627
1971-04-22,812.8632313056952
1971-04-23,813.8091543832428
1971-04-24,814.7572815533979
1971-04-25,815.7076205287711
1971-04-26,816.660179057999
1971-04-27,817.6149649259547
1971-04-28,818.5719859539603
1971-04-29,819.5312499999999
1971-04-30,820.492764958936
1971-05-01,813.717848791894
1971-05-02,806.9902912621358
1971-05-03,800.3095975232196
1971-05-04,793.6752795989202
1971-05-05,787.0868562644118
1971-05-06,780.5438529299115
1971-05-07,774.0458015267175
1971-05-08,767.5922403955877
1971-05-09,761.1827141774073
1971-05-10,754.8167737060824
1971-05-11,748.4939759036145
1971-05-12,742.2138836772983
1971-05-13,735.9760658189975
1971-05-14,729.7800969064481
1971-05-15,723.625557206538
1971-05-16,717.5120325805258
1971-05-17,711.4391143911439
1971-05-18,705.4063994115484
1971-05-19,699.4134897360706
1971-05-20,693.4599926927293
1971-05-21,687.5455207574653
1971-05-22,681.6696914700545
1971-05-23,675.8321273516644
1971-05-24,670.0324558240173
1971-05-25,664.2703091301223
1971-05-26,658.5453242565391
1971-05-27,652.857142857143
1971-05-28,647.2054111783555
1971-05-29,641.5897799858056
1971-05-30,636.0099044923949
1971-05-31,630.4654442877292
1971-06-01,637.3937677053824
1971-06-02,644.3812233285919
1971-06-03,651.4285714285714
1971-06-04,658.5365853658537
1971-06-05,665.706051873199
1971-06-06,672.9377713458756
1971-06-07,680.232558139535
1971-06-08,687.5912408759124
1971-06-09,695.0146627565982
1971-06-10,702.5036818851253
1971-06-11,710.059171597633
1971-06-12,717.6820208023776
1971-06-13,725.3731343283583
1971-06-14,733.1334332833584
1971-06-15,740.9638554216867
1971-06-16,748.8653555219364
1971-06-17,756.8389057750761
1971-06-18,764.8854961832062
1971-06-19,773.0061349693251
1971-06-20,781.2018489984591
1971-06-21,789.4736842105261
1971-06-22,797.8227060653189
1971-06-23,806.2500000000001
1971-06-24,814.756671899529
1971-06-25,823.3438485804415
1971-06-26,832.0126782884312
1971-06-27,840.7643312101912
1971-06-28,849.6000000000001
1971-06-29,858.5209003215433
1971-06-30,867.5282714054925
1971-07-01,878.8983394086674
1971-07-02,890.3330625507717
1971-07-03,901.8329938900204
1971-07-04,913.3986928104572
1971-07-05,925.0307251126585
1971-07-06,936.729663105998
1971-07-07,948.4960857025131
1971-07-08,960.3305785123965
1971-07-09,972.2337339411521
1971-07-10,984.2061512884454
1971-07-11,996.2484368486868
1971-07-12,1008.361204013378
1971-07-13,1020.5450733752621
1971-07-14,1032.8006728343144
1971-07-15,1045.1286377056094
1971-07-16,1057.5296108291031
1971-07-17,1070.0042426813748
1971-07-18,1082.553191489362
1971-07-19,1095.1771233461375
1971-07-20,1107.876712328767
1971-07-21,1120.652640618291
1971-07-22,1133.5055986218779
1971-07-23,1146.4362850971922
1971-07-24,1159.4454072790295
1971-07-25,1172.5336810082574
1971-07-26,1185.7018308631216
1971-07-27,1198.9505902929602
1971-07-28,1212.2807017543862
1971-07-29,1225.692916849978
1971-07-30,1239.18799646955
1971-07-31,1252.7667109340414
1971-08-01,1243.362831858407
1971-08-02,1233.967271118974
1971-08-03,1224.5800176834662
1971-08-04,1215.2010605391074
1971-08-05,1205.8303886925796
1971-08-06,1196.4679911699777
1971-08-07,1187.1138570167698
1971-08-08,1177.7679752977504
1971-08-09,1168.4303350970017
1971-08-10,1159.1009255178492
1971-08-11,1149.7797356828194
1971-08-12,1140.4667547335973
1971-08-13,1131.1619718309857
1971-08-14,1121.8653761548612
1971-08-15,1112.5769569041336
1971-08-16,1103.2967032967033
1971-08-17,1094.0246045694198
1971-08-18,1084.760649978041
1971-08-19,1075.5048287971904
1971-08-20,1066.2571303203158
1971-08-21,1057.017543859649
1971-08-22,1047.786058746164
1971-08-23,1038.5626643295354
1971-08-24,1029.3473499780987
1971-08-25,1020.1401050788091
1971-08-26,1010.940919037199
1971-08-27,1001.7497812773403
1971-08-28,992.5666812418012
1971-08-29,983.3916083916082
1971-08-30,974.2245522062035
1971-08-31,965.0655021834059
1971-09-01,967.2059466550065
1971-09-02,969.3520140105079
1971-09-03,971.5037264357737
1971-09-04,973.6611062335381
1971-09-05,975.8241758241761
1971-09-06,977.992957746479
1971-09-07,980.1674746584397
1971-09-08,982.3477493380407
1971-09-09,984.5338046840476
1971-09-10,986.7256637168142
1971-09-11,988.9233495790872
1971-09-12,991.1268855368236
1971-09-13,993.3362949800089
1971-09-14,995.5516014234878
1971-09-15,997.7728285077952
1971-09-16,1000.0000000000001
1971-09-17,1002.2331397945512
1971-09-18,1004.4722719141325
1971-09-19,1006.7174205105241
1971-09-20,1008.9686098654707
1971-09-21,1011.2258643915582
1971-09-22,1013.4892086330935
1971-09-23,1015.758667266997
1971-09-24,1018.0342651036971
1971-09-25,1020.3160270880361
1971-09-26,1022.6039783001808
1971-09-27,1024.8981439565414
1971-09-28,1027.198549410698
1971-09-29,1029.5052201543351
1971-09-30,1031.8181818181818
1971-10-01,1030.909090909091
1971-10-02,1030.0
1971-10-03,1029.0909090909092
